EnrollmentID,StudentID,LeadID,CourseID,ManagerID,EnrollmentDate,CohortID,CourseStartDate,ExpectedEndDate,ActualCompletionDate,EnrollmentStatus,AgreedPrice,DiscountPercent,Currency,PaymentPlan,AcquisitionSource,CancellationDate,CancellationReason,CertificateEligible,CertificateIssuedDate,LateEnrollment
ENR004866,STU004764,LEAD0020000,CRS0012,MGR0007,2024-11-12,COH00159,2024-12-04,2025-05-14,2025-05-17,Completed,32400.0,0,UAH,Installments,meta,,,True,2025-05-23,False
ENR004867,STU004765,LEAD0019097,CRS0008,MGR0007,2024-11-16,COH00101,2024-11-17,2024-12-08,2024-12-12,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR004868,STU004766,LEAD0020106,CRS0015,MGR0003,2024-11-21,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,CZK,Free,instagram,,,False,,False
ENR004869,STU004767,LEAD0018146,CRS0008,MGR0004,2024-11-20,COH00102,2024-12-15,2025-01-05,2025-01-12,Completed,0.0,0,UAH,Free,direct,,,False,,False
ENR004870,STU004768,LEAD0018271,CRS0015,MGR0007,2024-11-18,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,google,,,False,,False
ENR004871,STU004769,LEAD0019008,CRS0017,MGR0005,2024-11-23,COH00236,2024-11-30,2025-05-17,2025-05-29,Completed,427.94,30,EUR,Installments,referral,,,True,2025-06-06,False
ENR004872,STU004770,LEAD0018506,CRS0005,MGR0003,2024-11-18,COH00058,2024-12-10,2025-01-21,2025-02-01,Completed,28600.0,0,UAH,Full,meta,,,True,2025-02-07,False
ENR004873,STU004771,LEAD0019417,CRS0015,MGR0003,2024-11-15,COH00208,2024-11-18,2024-12-09,,Dropped,0.0,0,UAH,Free,direct,,,False,,False
ENR004874,STU004772,LEAD0019009,CRS0014,MGR0005,2024-11-15,COH00190,2024-12-18,2025-04-09,2025-04-05,Completed,19440.0,10,UAH,Full,chatgpt.com,,,True,2025-04-06,False
ENR004875,STU004773,LEAD0020099,CRS0014,MGR0007,2024-11-23,COH00190,2024-12-18,2025-04-09,,Cancelled,425.97,10,EUR,Full,instagram,2024-12-30,Time constraints,False,,False
ENR004876,STU004774,LEAD0019538,CRS0012,MGR0003,2024-11-14,COH00159,2024-12-04,2025-05-14,,Dropped,532.93,25,EUR,Full,referral,,,False,,False
ENR004877,STU004775,LEAD0020453,CRS0002,MGR0003,2024-11-20,COH00022,2024-12-19,2025-02-20,,Dropped,721.29,20,USD,Installments,telegram,,,False,,False
ENR004878,STU004776,LEAD0018452,CRS0012,MGR0004,2024-11-14,COH00159,2024-12-04,2025-05-14,2025-05-25,Completed,24300.0,25,UAH,Full,meta,,,True,2025-05-28,False
ENR004879,STU004777,LEAD0018464,CRS0011,MGR0006,2024-11-24,COH00145,2025-01-20,2025-04-21,2025-04-23,Completed,418.26,30,EUR,Installments,google,,,True,2025-04-30,False
ENR004880,STU004778,LEAD0017891,CRS0010,MGR0004,2024-11-13,COH00132,2024-12-11,2025-07-02,2025-07-03,Completed,28100.0,0,UAH,Installments,instagram,,,True,2025-07-20,False
ENR004881,STU004779,LEAD0019198,CRS0006,MGR0003,2024-11-17,COH00072,2024-12-07,2025-02-15,,Dropped,34290.0,10,UAH,Installments,referral,,,False,,False
ENR004882,STU004780,LEAD0018258,CRS0012,MGR0004,2024-11-23,COH00159,2024-12-04,2025-05-14,,Dropped,32400.0,0,UAH,Installments,organic,,,False,,False
ENR004883,STU004781,LEAD0018645,CRS0008,MGR0003,2024-11-23,COH00102,2024-12-15,2025-01-05,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR004884,STU004782,LEAD0017824,CRS0015,MGR0007,2024-11-15,COH00208,2024-11-18,2024-12-09,2024-12-18,Completed,0.0,0,UAH,Free,organic,,,False,,False
ENR004885,STU004783,LEAD0020247,CRS0008,MGR0006,2024-11-14,COH00101,2024-11-17,2024-12-08,2024-12-03,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR004886,STU004784,LEAD0019064,CRS0015,MGR0005,2024-11-14,COH00208,2024-11-18,2024-12-09,,Dropped,0.0,0,EUR,Free,google,,,False,,False
ENR004887,STU004785,LEAD0019967,CRS0015,MGR0004,2024-11-21,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR004888,STU004786,LEAD0019219,CRS0008,MGR0007,2024-11-24,COH00102,2024-12-15,2025-01-05,2025-01-10,Completed,0.0,0,UAH,Free,organic,,,False,,False
ENR004889,STU004787,LEAD0020501,CRS0015,MGR0006,2024-11-18,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,google,,,False,,False
ENR004890,STU004788,LEAD0017716,CRS0015,MGR0003,2024-11-19,COH00209,2024-12-16,2025-01-06,2024-12-31,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR004891,STU004789,LEAD0018607,CRS0014,MGR0001,2024-11-13,COH00190,2024-12-18,2025-04-09,2025-04-22,Completed,1860.54,10,PLN,Full,referral,,,True,2025-05-08,False
ENR004892,STU004790,LEAD0020717,CRS0015,MGR0007,2024-11-24,COH00209,2024-12-16,2025-01-06,2025-01-16,Completed,0.0,0,UAH,Free,meta,,,False,,False
ENR004893,STU004791,LEAD0019841,CRS0008,MGR0005,2024-11-26,COH00102,2024-12-15,2025-01-05,,Dropped,0.0,0,PLN,Free,meta,,,False,,False
ENR004894,STU004792,LEAD0018700,CRS0012,MGR0003,2024-11-12,COH00159,2024-12-04,2025-05-14,,Dropped,32400.0,0,UAH,Full,instagram,,,False,,False
ENR004895,STU004793,LEAD0020048,CRS0001,MGR0003,2024-11-25,COH00007,2024-12-18,2025-03-12,2025-03-12,Completed,2964.47,15,PLN,Full,google,,,True,2025-03-25,False
ENR004896,STU004794,LEAD0018944,CRS0003,MGR0005,2024-11-14,COH00033,2024-11-17,2025-04-13,,Cancelled,39300.0,25,UAH,Installments,organic,2025-01-09,Health,False,,False
ENR004897,STU004795,LEAD0018289,CRS0001,MGR0005,2024-11-13,COH00007,2024-12-18,2025-03-12,2025-03-21,Completed,615.1,25,EUR,Full,email,,,True,2025-04-03,False
ENR004898,STU004796,LEAD0018578,CRS0005,MGR0007,2024-11-21,COH00058,2024-12-10,2025-01-21,2025-01-30,Completed,24310.0,15,UAH,Full,meta,,,True,2025-02-18,False
ENR004899,STU004797,LEAD0019524,CRS0012,MGR0004,2024-11-18,COH00159,2024-12-04,2025-05-14,,Dropped,2506.12,20,PLN,Full,telegram,,,False,,False
ENR004900,STU004798,LEAD0019669,CRS0015,MGR0006,2024-11-15,COH00208,2024-11-18,2024-12-09,,Dropped,0.0,0,UAH,Free,dou,,,False,,False
ENR004901,STU004799,LEAD0018581,CRS0015,MGR0007,2024-11-26,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,USD,Free,direct,,,False,,False
ENR004902,STU004800,LEAD0019464,CRS0017,MGR0003,2024-11-21,COH00236,2024-11-30,2025-05-17,2025-05-18,Completed,19530.0,30,UAH,Full,direct,,,True,2025-05-23,False
ENR004903,STU004801,LEAD0019755,CRS0008,MGR0007,2024-11-23,COH00102,2024-12-15,2025-01-05,2025-01-15,Completed,0.0,0,PLN,Free,google,,,False,,False
ENR004904,STU004802,LEAD0018828,CRS0005,MGR0004,2024-11-20,COH00058,2024-12-10,2025-01-21,2025-01-22,Completed,28600.0,0,UAH,Installments,google,,,True,2025-02-11,False
ENR004905,STU004803,LEAD0019041,CRS0001,MGR0003,2024-11-20,COH00007,2024-12-18,2025-03-12,2025-03-18,Completed,26320.0,30,UAH,Installments,telegram,,,True,2025-03-29,False
ENR004906,STU004804,LEAD0020361,CRS0013,MGR0005,2024-11-13,COH00176,2024-12-16,2025-02-24,,Cancelled,26000.0,0,UAH,Installments,organic,2024-12-13,Health,False,,False
ENR004907,STU004805,LEAD0019092,CRS0013,MGR0007,2024-11-24,COH00176,2024-12-16,2025-02-24,2025-02-20,Completed,423.69,25,EUR,Installments,direct,,,True,2025-03-10,False
ENR004908,STU004806,LEAD0020442,CRS0008,MGR0007,2024-11-21,COH00102,2024-12-15,2025-01-05,,Dropped,0.0,0,UAH,Free,instagram,,,False,,False
ENR004909,STU004807,LEAD0020469,CRS0016,MGR0003,2024-11-18,COH00225,2024-12-19,2025-07-24,,Dropped,2258.6,20,PLN,Full,meta,,,False,,False
ENR004910,STU004808,LEAD0019061,CRS0005,MGR0004,2024-11-26,COH00058,2024-12-10,2025-01-21,,Cancelled,20020.0,30,UAH,Full,meta,2025-01-04,Time constraints,False,,False
ENR004911,STU004809,LEAD0020521,CRS0010,MGR0007,2024-11-24,COH00132,2024-12-11,2025-07-02,2025-06-25,Completed,2100.15,20,PLN,Full,google,,,True,2025-06-29,False
ENR004912,STU004810,LEAD0018703,CRS0012,MGR0003,2024-11-21,COH00159,2024-12-04,2025-05-14,2025-05-26,Completed,30780.0,5,UAH,Full,google,,,True,2025-06-10,False
ENR004913,STU004811,LEAD0019427,CRS0008,MGR0006,2024-11-27,COH00102,2024-12-15,2025-01-05,2025-01-02,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR004914,STU004812,LEAD0019973,CRS0008,MGR0004,2024-11-15,COH00101,2024-11-17,2024-12-08,,Dropped,0.0,0,EUR,Free,meta,,,False,,False
ENR004915,STU004813,LEAD0020464,CRS0011,MGR0004,2024-11-26,COH00145,2025-01-20,2025-04-21,2025-04-19,Completed,20625.0,25,UAH,Full,google,,,True,2025-04-29,False
ENR004916,STU004814,LEAD0020825,CRS0014,MGR0004,2024-11-14,COH00190,2024-12-18,2025-04-09,2025-04-19,Completed,534.77,0,USD,Installments,meta,,,True,2025-04-22,False
ENR004917,STU004815,LEAD0018116,CRS0015,MGR0004,2024-11-26,COH00209,2024-12-16,2025-01-06,2024-12-30,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR004918,STU004816,LEAD0019718,CRS0013,MGR0004,2024-11-18,COH00176,2024-12-16,2025-02-24,2025-03-06,Completed,26000.0,0,UAH,Installments,organic,,,True,2025-03-21,False
ENR004919,STU004817,LEAD0020291,CRS0008,MGR0003,2024-11-19,COH00102,2024-12-15,2025-01-05,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR004920,STU004818,LEAD0018964,CRS0010,MGR0001,2024-11-27,COH00132,2024-12-11,2025-07-02,2025-06-29,Completed,21075.0,25,UAH,Full,meta,,,True,2025-07-09,False
ENR004921,STU004819,LEAD0019040,CRS0004,MGR0007,2024-11-16,COH00044,2024-12-18,2025-03-19,,Dropped,170.45,20,USD,Installments,direct,,,False,,False
ENR004922,STU004820,LEAD0019450,CRS0002,MGR0004,2024-11-14,COH00022,2024-12-19,2025-02-20,2025-02-23,Completed,27600.0,25,UAH,Installments,perplexity,,,True,2025-03-03,False
ENR004923,STU004821,LEAD0020924,CRS0005,MGR0007,2024-11-19,COH00058,2024-12-10,2025-01-21,2025-01-26,Completed,28600.0,0,UAH,Full,chatgpt.com,,,True,2025-01-30,False
ENR004924,STU004822,LEAD0019635,CRS0017,MGR0005,2024-11-23,COH00236,2024-11-30,2025-05-17,,Dropped,22320.0,20,UAH,Installments,meta,,,False,,False
ENR004925,STU004823,LEAD0020373,CRS0015,MGR0004,2024-11-20,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,dou,,,False,,False
ENR004926,STU004824,LEAD0018068,CRS0002,MGR0006,2024-11-17,COH00022,2024-12-19,2025-02-20,,Dropped,33120.0,10,UAH,Installments,meta,,,False,,False
ENR004927,STU004825,LEAD0018540,CRS0003,MGR0003,2024-11-20,COH00034,2025-01-19,2025-06-15,2025-06-08,Completed,1219.62,5,USD,Installments,meta,,,True,2025-06-26,False
ENR004928,STU004826,LEAD0020937,CRS0015,MGR0007,2024-11-24,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,google,,,False,,False
ENR004929,STU004827,LEAD0019257,CRS0012,MGR0007,2024-11-24,COH00159,2024-12-04,2025-05-14,2025-05-11,Completed,703.97,0,EUR,Installments,email,,,True,,False
ENR004930,STU004828,LEAD0018157,CRS0014,MGR0004,2024-11-28,COH00190,2024-12-18,2025-04-09,,Dropped,18360.0,15,UAH,Full,meta,,,False,,False
ENR004931,STU004829,LEAD0018815,CRS0006,MGR0006,2024-11-26,COH00072,2024-12-07,2025-02-15,,Dropped,32385.0,15,UAH,Full,meta,,,False,,False
ENR004932,STU004830,LEAD0019057,CRS0008,MGR0004,2024-11-22,COH00102,2024-12-15,2025-01-05,2025-01-18,Completed,0.0,0,UAH,Free,meta,,,False,,False
ENR004933,STU004831,LEAD0019017,CRS0001,MGR0007,2024-11-15,COH00007,2024-12-18,2025-03-12,2025-03-23,Completed,31960.0,15,UAH,Installments,google,,,True,2025-04-12,False
ENR004934,STU004832,LEAD0020518,CRS0015,MGR0003,2024-11-22,COH00209,2024-12-16,2025-01-06,2024-12-31,Completed,0.0,0,PLN,Free,instagram,,,False,,False
ENR004935,STU004833,LEAD0019351,CRS0015,MGR0004,2024-11-22,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,instagram,,,False,,False
ENR004936,STU004834,LEAD0018237,CRS0015,MGR0007,2024-11-20,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,PLN,Free,referral,,,False,,False
ENR004937,STU004835,LEAD0020024,CRS0008,MGR0003,2024-11-20,COH00102,2024-12-15,2025-01-05,2025-01-12,Completed,0.0,0,UAH,Free,meta,,,False,,False
ENR004938,STU004836,LEAD0020931,CRS0003,MGR0004,2024-11-19,COH00034,2025-01-19,2025-06-15,2025-06-18,Completed,44540.0,15,UAH,Installments,referral,,,True,,False
ENR004939,STU004837,LEAD0018260,CRS0001,MGR0007,2024-11-22,COH00007,2024-12-18,2025-03-12,2025-03-05,Completed,35720.0,5,UAH,Full,meta,,,True,,False
ENR004940,STU004838,LEAD0019902,CRS0001,MGR0005,2024-11-29,COH00007,2024-12-18,2025-03-12,2025-03-19,Completed,37600.0,0,UAH,Installments,email,,,True,2025-03-24,False
ENR004941,STU004839,LEAD0021010,CRS0016,MGR0007,2024-11-20,COH00225,2024-12-19,2025-07-24,,Dropped,21900.0,25,UAH,Installments,meta,,,False,,False
ENR004942,STU004840,LEAD0018612,CRS0014,MGR0004,2024-11-25,COH00190,2024-12-18,2025-04-09,2025-04-11,Completed,21600.0,0,UAH,Full,email,,,True,2025-04-21,False
ENR004943,STU004841,LEAD0019849,CRS0001,MGR0007,2024-11-25,COH00007,2024-12-18,2025-03-12,,Dropped,37600.0,0,UAH,Full,chatgpt.com,,,False,,False
ENR004944,STU004842,LEAD0019174,CRS0014,MGR0004,2024-11-18,COH00190,2024-12-18,2025-04-09,2025-04-04,Completed,21600.0,0,UAH,Full,google,,,True,2025-04-13,False
ENR004945,STU004843,LEAD0020172,CRS0001,MGR0007,2024-11-28,COH00007,2024-12-18,2025-03-12,,Dropped,26320.0,30,UAH,Installments,direct,,,False,,False
ENR004946,STU004844,LEAD0019081,CRS0013,MGR0003,2024-11-29,COH00176,2024-12-16,2025-02-24,2025-02-21,Completed,26000.0,0,UAH,Installments,google,,,True,2025-03-11,False
ENR004947,STU004845,LEAD0019147,CRS0003,MGR0005,2024-11-19,COH00034,2025-01-19,2025-06-15,2025-06-17,Completed,20339.36,30,CZK,Installments,referral,,,True,2025-06-25,False
ENR004948,STU004846,LEAD0020775,CRS0015,MGR0003,2024-11-21,COH00209,2024-12-16,2025-01-06,2025-01-19,Completed,0.0,0,UAH,Free,instagram,,,False,,False
ENR004949,STU004847,LEAD0019402,CRS0016,MGR0003,2024-11-28,COH00225,2024-12-19,2025-07-24,,Cancelled,29200.0,0,UAH,Full,telegram,2025-01-24,Health,False,,False
ENR004950,STU004848,LEAD0018883,CRS0015,MGR0003,2024-11-18,COH00209,2024-12-16,2025-01-06,2025-01-08,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR004951,STU004849,LEAD0019165,CRS0014,MGR0003,2024-11-24,COH00190,2024-12-18,2025-04-09,2025-04-05,Completed,21600.0,0,UAH,Full,email,,,True,2025-04-09,False
ENR004952,STU004850,LEAD0018620,CRS0003,MGR0004,2024-11-16,COH00033,2024-11-17,2025-04-13,2025-04-13,Completed,44540.0,15,UAH,Installments,organic,,,True,,False
ENR004953,STU004851,LEAD0018202,CRS0014,MGR0004,2024-11-21,COH00190,2024-12-18,2025-04-09,2025-04-06,Completed,531.65,0,USD,Full,google,,,True,2025-04-17,False
ENR004954,STU004367,LEAD0020029,CRS0017,MGR0003,2024-11-19,COH00236,2024-11-30,2025-05-17,2025-05-18,Completed,512.9,25,USD,Installments,instagram,,,True,2025-06-02,False
ENR004955,STU004852,LEAD0021015,CRS0015,MGR0005,2024-11-28,COH00209,2024-12-16,2025-01-06,2025-01-13,Completed,0.0,0,UAH,Free,instagram,,,False,,False
ENR004956,STU004853,LEAD0019094,CRS0007,MGR0004,2024-11-24,COH00084,2024-12-17,2025-06-24,2025-07-02,Completed,42100.0,0,UAH,Full,meta,,,True,2025-07-15,False
ENR004957,STU004854,LEAD0018436,CRS0003,MGR0004,2024-11-25,COH00034,2025-01-19,2025-06-15,2025-06-19,Completed,52400.0,0,UAH,Full,referral,,,True,2025-07-08,False
ENR004958,STU004855,LEAD0019944,CRS0001,MGR0004,2024-11-21,COH00007,2024-12-18,2025-03-12,2025-03-21,Completed,30080.0,20,UAH,Installments,referral,,,True,2025-03-23,False
ENR004959,STU004856,LEAD0018467,CRS0008,MGR0004,2024-11-29,COH00102,2024-12-15,2025-01-05,2025-01-13,Completed,0.0,0,UAH,Free,instagram,,,False,,False
ENR004960,STU004857,LEAD0019244,CRS0004,MGR0004,2024-11-25,COH00044,2024-12-18,2025-03-19,,Cancelled,8700.0,0,UAH,Full,direct,2024-12-21,Changed goals,False,,False
ENR004961,STU004858,LEAD0020729,CRS0005,MGR0007,2024-11-21,COH00058,2024-12-10,2025-01-21,,Dropped,28600.0,0,UAH,Full,linkedin,,,False,,False
ENR004962,STU004859,LEAD0018292,CRS0005,MGR0003,2024-11-16,COH00058,2024-12-10,2025-01-21,2025-01-20,Completed,527.74,15,EUR,Installments,organic,,,True,2025-02-06,False
ENR004963,STU004860,LEAD0020277,CRS0001,MGR0004,2024-11-25,COH00007,2024-12-18,2025-03-12,2025-03-09,Completed,28200.0,25,UAH,Full,google,,,True,,False
ENR004964,STU004861,LEAD0019627,CRS0003,MGR0007,2024-11-21,COH00034,2025-01-19,2025-06-15,,Dropped,39300.0,25,UAH,Installments,google,,,False,,False
ENR004965,STU004862,LEAD0019120,CRS0008,MGR0004,2024-11-20,COH00102,2024-12-15,2025-01-05,2025-01-15,Completed,0.0,0,PLN,Free,instagram,,,False,,False
ENR004966,STU004863,LEAD0019809,CRS0005,MGR0003,2024-11-23,COH00058,2024-12-10,2025-01-21,2025-01-27,Completed,28600.0,0,UAH,Installments,organic,,,True,2025-02-02,False
ENR004967,STU004864,LEAD0018119,CRS0005,MGR0004,2024-11-25,COH00058,2024-12-10,2025-01-21,,Dropped,21450.0,25,UAH,Full,meta,,,False,,False
ENR004968,STU004865,LEAD0019923,CRS0005,MGR0003,2024-11-23,COH00058,2024-12-10,2025-01-21,,Cancelled,28600.0,0,UAH,Full,google,2024-11-27,Financial,False,,False
ENR004969,STU001102,LEAD0020082,CRS0014,MGR0004,2024-11-28,COH00190,2024-12-18,2025-04-09,2025-04-11,Completed,20520.0,5,UAH,Full,chatgpt.com,,,True,,False
ENR004970,STU003902,LEAD0018661,CRS0005,MGR0005,2024-11-30,COH00058,2024-12-10,2025-01-21,,Dropped,21450.0,25,UAH,Installments,linkedin,,,False,,False
ENR004971,STU004866,LEAD0019898,CRS0005,MGR0004,2024-11-25,COH00058,2024-12-10,2025-01-21,,Dropped,620.66,0,EUR,Full,google,,,False,,False
ENR004972,STU004867,LEAD0020906,CRS0014,MGR0005,2024-11-16,COH00190,2024-12-18,2025-04-09,2025-04-06,Completed,18360.0,15,UAH,Full,instagram,,,True,2025-04-22,False
ENR004973,STU004868,LEAD0020417,CRS0017,MGR0004,2024-11-28,COH00236,2024-11-30,2025-05-17,2025-05-25,Completed,27900.0,0,UAH,Installments,telegram,,,True,2025-06-14,False
ENR004974,STU004869,LEAD0020850,CRS0010,MGR0004,2024-11-20,COH00132,2024-12-11,2025-07-02,,Dropped,26695.0,5,UAH,Installments,organic,,,False,,False
ENR004975,STU003178,LEAD0020100,CRS0014,MGR0007,2024-11-28,COH00190,2024-12-18,2025-04-09,2025-04-12,Completed,1418.76,30,PLN,Full,meta,,,True,2025-04-24,False
ENR004976,STU004870,LEAD0021190,CRS0008,MGR0004,2024-11-25,COH00102,2024-12-15,2025-01-05,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR004977,STU004871,LEAD0018526,CRS0015,MGR0004,2024-11-24,COH00209,2024-12-16,2025-01-06,2025-01-13,Completed,0.0,0,PLN,Free,dou,,,False,,False
ENR004978,STU004872,LEAD0018836,CRS0014,MGR0006,2024-11-23,COH00190,2024-12-18,2025-04-09,2025-04-04,Completed,2029.5,0,PLN,Full,google,,,True,2025-04-10,False
ENR004979,STU002546,LEAD0019151,CRS0007,MGR0003,2024-11-19,COH00084,2024-12-17,2025-06-24,2025-06-19,Completed,685.05,25,EUR,Installments,google,,,True,2025-06-23,False
ENR004980,STU004873,LEAD0020191,CRS0008,MGR0007,2024-11-17,COH00102,2024-12-15,2025-01-05,,Dropped,0.0,0,UAH,Free,telegram,,,False,,False
ENR004981,STU004874,LEAD0018783,CRS0014,MGR0007,2024-11-29,COH00190,2024-12-18,2025-04-09,,Cancelled,21600.0,0,UAH,Full,google,2025-01-17,Financial,False,,False
ENR004982,STU004875,LEAD0020627,CRS0008,MGR0003,2024-11-30,COH00102,2024-12-15,2025-01-05,,Dropped,0.0,0,EUR,Free,email,,,False,,False
ENR004983,STU004876,LEAD0020657,CRS0005,MGR0004,2024-11-22,COH00058,2024-12-10,2025-01-21,2025-01-24,Completed,20020.0,30,UAH,Full,telegram,,,True,2025-02-05,False
ENR004984,STU004877,LEAD0018244,CRS0005,MGR0004,2024-11-26,COH00058,2024-12-10,2025-01-21,,Dropped,21450.0,25,UAH,Installments,email,,,False,,False
ENR004985,STU004878,LEAD0019610,CRS0015,MGR0003,2024-11-23,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,organic,,,False,,False
ENR004986,STU001087,LEAD0020547,CRS0015,MGR0003,2024-11-22,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,linkedin,,,False,,False
ENR004987,STU004879,LEAD0018597,CRS0011,MGR0005,2024-11-28,COH00145,2025-01-20,2025-04-21,,Cancelled,20625.0,25,UAH,Full,direct,2025-01-09,Health,False,,False
ENR004988,STU004880,LEAD0018594,CRS0012,MGR0003,2024-11-30,COH00159,2024-12-04,2025-05-14,,Dropped,24300.0,25,UAH,Installments,referral,,,False,,False
ENR004989,STU004881,LEAD0019326,CRS0011,MGR0003,2024-11-25,COH00145,2025-01-20,2025-04-21,,Dropped,509.61,25,USD,Full,meta,,,False,,False
ENR004990,STU004882,LEAD0019392,CRS0008,MGR0005,2024-11-29,COH00102,2024-12-15,2025-01-05,2025-01-07,Completed,0.0,0,CZK,Free,direct,,,False,,False
ENR004991,STU004883,LEAD0018527,CRS0015,MGR0004,2024-11-29,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,EUR,Free,organic,,,False,,False
ENR004992,STU004884,LEAD0018953,CRS0014,MGR0003,2024-11-18,COH00190,2024-12-18,2025-04-09,2025-04-08,Completed,2088.43,0,PLN,Full,meta,,,True,2025-04-19,False
ENR004993,STU004885,LEAD0020313,CRS0015,MGR0007,2024-11-28,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,EUR,Free,instagram,,,False,,False
ENR004994,STU004886,LEAD0019766,CRS0015,MGR0006,2024-11-28,COH00209,2024-12-16,2025-01-06,2025-01-11,Completed,0.0,0,UAH,Free,organic,,,False,,False
ENR004995,STU004887,LEAD0020708,CRS0012,MGR0003,2024-11-22,COH00159,2024-12-04,2025-05-14,2025-05-25,Completed,679.29,15,USD,Full,organic,,,True,2025-05-31,False
ENR004996,STU004888,LEAD0020240,CRS0004,MGR0007,2024-11-21,COH00044,2024-12-18,2025-03-19,,Dropped,7830.0,10,UAH,Installments,dou,,,False,,False
ENR004997,STU004889,LEAD0021205,CRS0014,MGR0003,2024-11-28,COH00190,2024-12-18,2025-04-09,,Dropped,21600.0,0,UAH,Installments,telegram,,,False,,False
ENR004998,STU004890,LEAD0019339,CRS0006,MGR0005,2024-11-26,COH00072,2024-12-07,2025-02-15,2025-02-26,Completed,38100.0,0,UAH,Installments,email,,,True,2025-03-16,False
ENR004999,STU004891,LEAD0021001,CRS0015,MGR0007,2024-11-23,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,email,,,False,,False
ENR005000,STU004892,LEAD0019504,CRS0002,MGR0006,2024-11-29,COH00022,2024-12-19,2025-02-20,2025-02-23,Completed,2593.35,25,PLN,Full,chatgpt.com,,,True,2025-03-07,False
ENR005001,STU004893,LEAD0021013,CRS0015,MGR0007,2024-12-01,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,CZK,Free,telegram,,,False,,False
ENR005002,STU004894,LEAD0020635,CRS0008,MGR0004,2024-11-21,COH00102,2024-12-15,2025-01-05,2025-01-18,Completed,0.0,0,PLN,Free,google,,,False,,False
ENR005003,STU004895,LEAD0020486,CRS0005,MGR0006,2024-11-26,COH00058,2024-12-10,2025-01-21,,Cancelled,20020.0,30,UAH,Full,telegram,2024-12-07,Financial,False,,False
ENR005004,STU004896,LEAD0019847,CRS0008,MGR0003,2024-11-24,COH00102,2024-12-15,2025-01-05,2025-01-01,Completed,0.0,0,UAH,Free,meta,,,False,,False
ENR005005,STU004897,LEAD0019901,CRS0004,MGR0004,2024-11-26,COH00044,2024-12-18,2025-03-19,,Cancelled,810.56,0,PLN,Full,referral,2024-12-11,Time constraints,False,,False
ENR005006,STU004898,LEAD0018494,CRS0008,MGR0004,2024-11-19,COH00102,2024-12-15,2025-01-05,2025-01-15,Completed,0.0,0,UAH,Free,organic,,,False,,False
ENR005007,STU004899,LEAD0020582,CRS0012,MGR0003,2024-11-20,COH00159,2024-12-04,2025-05-14,,Dropped,793.81,0,USD,Installments,email,,,False,,False
ENR005008,STU004900,LEAD0020831,CRS0017,MGR0006,2024-11-27,COH00236,2024-11-30,2025-05-17,2025-05-15,Completed,27900.0,0,UAH,Full,meta,,,True,2025-06-04,False
ENR005009,STU004901,LEAD0018644,CRS0012,MGR0003,2024-12-02,COH00159,2024-12-04,2025-05-14,,Dropped,22680.0,30,UAH,Full,email,,,False,,False
ENR005010,STU004902,LEAD0020218,CRS0002,MGR0006,2024-12-02,COH00022,2024-12-19,2025-02-20,2025-02-25,Completed,36800.0,0,UAH,Installments,google,,,True,2025-03-15,False
ENR005011,STU004903,LEAD0021099,CRS0002,MGR0006,2024-11-21,COH00022,2024-12-19,2025-02-20,2025-02-26,Completed,34960.0,5,UAH,Installments,chatgpt.com,,,True,2025-03-09,False
ENR005012,STU004904,LEAD0019311,CRS0015,MGR0006,2024-11-23,COH00209,2024-12-16,2025-01-06,,Dropped,0.0,0,UAH,Free,instagram,,,False,,False
ENR005013,STU004905,LEAD0020821,CRS0009,MGR0006,2024-11-27,COH00120,2025-01-05,2025-08-03,2025-08-12,Completed,36700.0,0,UAH,Installments,linkedin,,,True,2025-08-17,False
ENR005014,STU004906,LEAD0019474,CRS0010,MGR0004,2024-11-22,COH00132,2024-12-11,2025-07-02,2025-07-08,Completed,28100.0,0,UAH,Full,meta,,,True,2025-07-12,False
