PaymentID,LeadID,StudentID,EnrollmentID,ManagerID,CourseID,PaymentDate,PaymentType,InstallmentNumber,InstallmentCount,GrossAmount,DiscountAmount,RefundAmount,ProcessingFee,NetAmount,Currency,ExchangeRateToBase,GrossAmountBase,NetAmountBase,PaymentMethod,PaymentProvider,PaymentStatus,RefundDate,RefundReason,InvoiceNumber,IsTestPayment,CurrencyNormalized,RefundStatusIsInconsistent,InvoiceNumberNormalized,InvoiceNumberIsMalformed,IsFinancialKPIEligible,FXRateApplied,FXRateSource
PAY0009581,LEAD0025896,STU006809,ENR006987,MGR0004,CRS0017,2025-03-01,Installment,1,3,9300.0,2325.0,0.0,100.53,6874.47,UAH,1.0,9300.0,6874.47,Crypto,Wise,Completed,,,INV-2025-009581,False,UAH,False,INV-2025-009581,False,True,1.0,ExchangeRates Exact Lookup
PAY0009582,LEAD0025896,STU006809,ENR006987,MGR0004,CRS0017,2025-04-01,Installment,2,3,9300.0,2325.0,0.0,147.07,6827.93,UAH,1.0,9300.0,6827.93,Crypto,Wise,Completed,,,INV-2025-009582,False,UAH,False,INV-2025-009582,False,True,1.0,ExchangeRates Exact Lookup
PAY0009583,LEAD0025896,STU006809,ENR006987,MGR0004,CRS0017,2025-04-26,Installment,3,3,9300.0,2325.0,0.0,99.49,6875.51,UAH,1.0,9300.0,6875.51,Crypto,Wise,Completed,,,INV-2025-009583,False,UAH,False,INV-2025-009583,False,True,1.0,ExchangeRates Exact Lookup
PAY0009584,LEAD0026077,STU006810,ENR006988,MGR0007,CRS0012,2025-02-16,Full,1,1,3092.31,0.0,0.0,71.83,3020.48,PLN,10.4258,32239.81,31490.92,Card,Monobank,Completed,,,INV-2025-009584,False,PLN,False,INV-2025-009584,False,True,10.4258,ExchangeRates Exact Lookup
PAY0009585,LEAD0028820,STU006811,ENR006989,MGR0006,CRS0012,2025-02-26,Installment,1,2,16200.0,0.0,0.0,452.73,15747.27,UAH,1.0,16200.0,15747.27,Card,Monobank,Completed,,,INV-2025-009585,False,UAH,False,INV-2025-009585,False,True,1.0,ExchangeRates Exact Lookup
PAY0009586,LEAD0028820,STU006811,ENR006989,MGR0006,CRS0012,2025-03-27,Installment,2,2,16200.0,0.0,0.0,195.49,16004.51,UAH,1.0,16200.0,16004.51,Card,Monobank,Completed,,,INV-2025-009586,False,UAH,False,INV-2025-009586,False,True,1.0,ExchangeRates Exact Lookup
PAY0009587,LEAD0028602,STU006812,ENR006990,MGR0007,CRS0005,2025-03-01,Full,1,1,709.9,0.0,0.0,15.17,694.73,USD,40.4478,28713.89,28100.3,Crypto,USDT,Completed,,,INV-2025-009587,False,USD,False,INV-2025-009587,False,True,40.4478,ExchangeRates Exact Lookup
PAY0009588,LEAD0027299,STU006813,ENR006991,MGR0007,CRS0006,2025-02-19,Installment,1,2,19050.0,2857.5,0.0,342.55,15849.95,UAH,1.0,19050.0,15849.95,Card,USDT,Completed,,,INV-2025-009588,False,UAH,False,INV-2025-009588,False,True,1.0,ExchangeRates Exact Lookup
PAY0009589,LEAD0027299,STU006813,ENR006991,MGR0007,CRS0006,2025-03-21,Installment,2,2,19050.0,2857.5,0.0,301.43,15891.07,UAH,1.0,19050.0,15891.07,Card,USDT,Completed,,,INV-2025-009589,False,UAH,False,INV-2025-009589,False,True,1.0,ExchangeRates Exact Lookup
PAY0009590,LEAD0026766,STU006816,ENR006994,MGR0007,CRS0012,2025-03-01,Installment,1,6,133.26,39.98,32.76,2.42,58.1,USD,40.4478,5390.07,2350.02,Card,WayForPay,Partially Refunded,2025-04-28,Duplicate charge,INV-2025-009590,False,USD,False,INV-2025-009590,False,True,40.4478,ExchangeRates Exact Lookup
PAY0009591,LEAD0026766,STU006816,ENR006994,MGR0007,CRS0012,2025-03-30,Installment,2,6,133.26,39.98,0.0,2.3,90.98,USD,41.0733,5473.43,3736.85,Card,WayForPay,Completed,,,INV-2025-009591,False,USD,False,INV-2025-009591,False,True,41.0733,ExchangeRates Exact Lookup
PAY0009592,LEAD0026766,STU006816,ENR006994,MGR0007,CRS0012,2025-04-29,Installment,3,6,133.26,39.98,0.0,2.17,91.11,USD,43.7942,5836.02,3990.09,Card,WayForPay,Completed,,,INV-2025-009592,False,USD,False,INV-2025-009592,False,True,43.7942,ExchangeRates Exact Lookup
PAY0009593,LEAD0026766,STU006816,ENR006994,MGR0007,CRS0012,2025-05-28,Installment,4,6,133.26,39.98,0.0,2.73,90.55,USD,41.8428,5575.97,3788.87,Card,WayForPay,Completed,,,INV-2025-009593,False,USD,False,INV-2025-009593,False,True,41.8428,ExchangeRates Exact Lookup
PAY0009594,LEAD0026766,STU006816,ENR006994,MGR0007,CRS0012,2025-06-27,Installment,5,6,133.26,39.98,0.0,2.0,91.28,USD,43.2114,5758.35,3944.34,Card,WayForPay,Completed,,,INV-2025-009594,False,USD,False,INV-2025-009594,False,True,43.2114,ExchangeRates Exact Lookup
PAY0009595,LEAD0026766,STU006816,ENR006994,MGR0007,CRS0012,2025-07-24,Installment,6,6,133.26,39.98,0.0,2.15,91.13,USD,43.0571,5737.79,3923.79,Card,WayForPay,Completed,,,INV-2025-009595,False,USD,False,INV-2025-009595,False,True,43.0571,ExchangeRates Exact Lookup
PAY0009596,LEAD0026586,STU006818,ENR006996,MGR0006,CRS0012,2025-03-03,Full,1,1,32400.0,0.0,0.0,772.81,31627.19,UAH,1.0,32400.0,31627.19,BankTransfer,Wise,Completed,,,INV-2025-009596,False,UAH,False,INV-2025-009596,False,True,1.0,ExchangeRates Exact Lookup
PAY0009597,LEAD0027682,STU006820,ENR006998,MGR0007,CRS0012,2025-02-26,Installment,1,3,264.1,0.0,0.0,3.96,260.14,USD,40.8929,10799.81,10637.88,BankTransfer,USDT,Completed,,,INV-2025-009597,False,USD,False,INV-2025-009597,False,True,40.8929,ExchangeRates Exact Lookup
PAY0009598,LEAD0027682,STU006820,ENR006998,MGR0007,CRS0012,2025-03-31,Installment,2,3,264.1,0.0,0.0,3.81,260.29,USD,41.6072,10988.46,10829.94,BankTransfer,USDT,Completed,,,INV-2025-009598,False,USD,False,INV-2025-009598,False,True,41.6072,ExchangeRates Exact Lookup
PAY0009599,LEAD0027682,STU006820,ENR006998,MGR0007,CRS0012,2025-04-30,Installment,3,3,264.1,0.0,0.0,7.5,256.6,USD,43.7287,11548.75,11220.78,BankTransfer,USDT,Completed,,,INV-2025-009599,False,USD,False,INV-2025-009599,False,True,43.7287,ExchangeRates Exact Lookup
PAY0009600,LEAD0029127,STU006821,ENR006999,MGR0006,CRS0016,2025-02-22,Installment,1,3,9733.33,973.33,0.0,169.2,8590.8,UAH,1.0,9733.33,8590.8,Crypto,PrivatBank,Completed,,,INV-2025-009600,False,UAH,False,INV-2025-009600,False,True,1.0,ExchangeRates Exact Lookup
PAY0009601,LEAD0029127,STU006821,ENR006999,MGR0006,CRS0016,2025-03-23,Installment,2,3,9733.33,973.33,0.0,201.92,8558.08,UAH,1.0,9733.33,8558.08,Crypto,PrivatBank,Completed,,,INV-2025-009601,False,UAH,False,INV-2025-009601,False,True,1.0,ExchangeRates Exact Lookup
PAY0009602,LEAD0029127,STU006821,ENR006999,MGR0006,CRS0016,2025-04-21,Installment,3,3,9733.33,973.33,0.0,233.09,8526.91,UAH,1.0,9733.33,8526.91,Crypto,PrivatBank,Completed,,,INV-2025-009602,False,UAH,False,INV-2025-009602,False,True,1.0,ExchangeRates Exact Lookup
PAY0009603,LEAD0029194,STU006822,ENR007000,MGR0005,CRS0012,2025-02-23,Full,1,1,32400.0,9720.0,0.0,0.0,22680.0,UAH,1.0,32400.0,22680.0,BankTransfer,USDT,Canceled,,,INV-2025-009603,False,UAH,False,INV-2025-009603,False,False,1.0,ExchangeRates Exact Lookup
PAY0009604,LEAD0027825,STU006823,ENR007001,MGR0004,CRS0001,2025-03-01,Full,1,1,37600.0,1880.0,0.0,749.89,34970.11,UAH,1.0,37600.0,34970.11,Card,PrivatBank,Completed,,,INV-2025-009604,False,UAH,False,INV-2025-009604,False,True,1.0,ExchangeRates Exact Lookup
PAY0009605,LEAD0028941,STU005499,ENR007002,MGR0003,CRS0007,2025-02-23,Full,1,1,42100.0,4210.0,0.0,484.88,37405.12,UAH,1.0,42100.0,37405.12,Card,USDT,Completed,,,INV-2025-009605,False,UAH,False,INV-2025-009605,False,True,1.0,ExchangeRates Exact Lookup
PAY0009606,LEAD0027478,STU006824,ENR007003,MGR0005,CRS0009,2025-03-02,Installment,1,2,18350.0,1835.0,0.0,393.48,16121.52,UAH,1.0,18350.0,16121.52,Card,PrivatBank,Completed,,,INV-2025-009606,False,UAH,False,INV-2025-009606,False,True,1.0,ExchangeRates Exact Lookup
PAY0009607,LEAD0027478,STU006824,ENR007003,MGR0005,CRS0009,2025-03-31,Installment,2,2,18350.0,1835.0,0.0,354.53,16160.47,UAH,1.0,18350.0,16160.47,Card,PrivatBank,Completed,,,inv-2025-009607,False,UAH,False,INV-2025-009607,False,True,1.0,ExchangeRates Exact Lookup
PAY0009608,LEAD0028574,STU003228,ENR007005,MGR0004,CRS0014,2025-02-18,Full,1,1,21600.0,2160.0,0.0,540.21,18899.79,UAH,1.0,21600.0,18899.79,Crypto,USDT,Completed,,,INV-2025-009608,False,UAH,False,INV-2025-009608,False,True,1.0,ExchangeRates Exact Lookup
PAY0009609,LEAD0028772,STU006826,ENR007006,MGR0005,CRS0009,2025-02-20,Full,1,1,3519.27,351.93,0.0,57.88,3109.46,PLN,10.5737,37211.71,32878.5,Card,Monobank,Completed,,,INV-2025-009609,False,PLN,False,INV-2025-009609,False,True,10.5737,ExchangeRates Exact Lookup
PAY0009610,LEAD0027900,STU006827,ENR007007,MGR0006,CRS0005,2025-02-25,Full,1,1,28600.0,0.0,0.0,0.0,28600.0,UAH,1.0,28600.0,28600.0,BankTransfer,Monobank,Pending,,,INV-2025-009610,False,UAH,False,INV-2025-009610,False,False,1.0,ExchangeRates Exact Lookup
PAY0009611,LEAD0026537,STU006828,ENR007008,MGR0007,CRS0012,2025-02-16,Installment,1,4,8100.0,0.0,0.0,168.73,7931.27,UAH,1.0,8100.0,7931.27,Card,Wise,Completed,,,INV-2025-009611,False,UAH,False,INV-2025-009611,False,True,1.0,ExchangeRates Exact Lookup
PAY0009612,LEAD0026537,STU006828,ENR007008,MGR0007,CRS0012,2025-03-24,Installment,2,4,8100.0,0.0,0.0,148.69,7951.31,UAH,1.0,8100.0,7951.31,Card,Wise,Completed,,,INV-2025-009612,False,UAH,False,INV-2025-009612,False,True,1.0,ExchangeRates Exact Lookup
PAY0009613,LEAD0026537,STU006828,ENR007008,MGR0007,CRS0012,2025-04-18,Installment,3,4,8100.0,0.0,0.0,119.24,7980.76,UAH,1.0,8100.0,7980.76,Card,Wise,Completed,,,INV-2025-009613,False,UAH,False,INV-2025-009613,False,True,1.0,ExchangeRates Exact Lookup
PAY0009614,LEAD0026537,STU006828,ENR007008,MGR0007,CRS0012,2025-05-17,Installment,4,4,8100.0,0.0,0.0,171.61,7928.39,UAH,1.0,8100.0,7928.39,Card,Wise,Completed,,,INV-2025-009614,False,UAH,False,INV-2025-009614,False,True,1.0,ExchangeRates Exact Lookup
PAY0009615,LEAD0027542,STU006829,ENR007009,MGR0004,CRS0005,2025-03-01,Installment,1,6,4766.67,0.0,0.0,68.08,4698.59,UAH,1.0,4766.67,4698.59,Card,USDT,Completed,,,INV-2025-009615,False,UAH,False,INV-2025-009615,False,True,1.0,ExchangeRates Exact Lookup
PAY0009616,LEAD0027542,STU006829,ENR007009,MGR0004,CRS0005,2025-03-28,Installment,2,6,4766.67,0.0,0.0,69.83,4696.84,UAH,1.0,4766.67,4696.84,Card,USDT,Completed,,,INV-2025-009616,False,UAH,False,INV-2025-009616,False,True,1.0,ExchangeRates Exact Lookup
PAY0009617,LEAD0027542,STU006829,ENR007009,MGR0004,CRS0005,2025-04-28,Installment,3,6,4766.67,0.0,0.0,90.01,4676.66,UAH,1.0,4766.67,4676.66,Card,USDT,Completed,,,INV-2025-009617,False,UAH,False,INV-2025-009617,False,True,1.0,ExchangeRates Exact Lookup
PAY0009618,LEAD0027542,STU006829,ENR007009,MGR0004,CRS0005,2025-05-29,Installment,4,6,4766.67,0.0,0.0,66.83,4699.84,UAH,1.0,4766.67,4699.84,Card,USDT,Completed,,,INV-2025-009618,False,UAH,False,INV-2025-009618,False,True,1.0,ExchangeRates Exact Lookup
PAY0009619,LEAD0027542,STU006829,ENR007009,MGR0004,CRS0005,2025-07-03,Installment,5,6,4766.67,0.0,0.0,76.92,4689.75,UAH,1.0,4766.67,4689.75,Card,USDT,Completed,,,INV-2025-009619,False,UAH,False,INV-2025-009619,False,True,1.0,ExchangeRates Exact Lookup
PAY0009620,LEAD0027542,STU006829,ENR007009,MGR0004,CRS0005,2025-08-02,Installment,6,6,4766.67,0.0,0.0,114.1,4652.57,UAH,1.0,4766.67,4652.57,Card,USDT,Completed,,,INV-2025-009620,False,UAH,False,INV-2025-009620,False,True,1.0,ExchangeRates Exact Lookup
PAY0009621,LEAD0027948,STU006830,ENR007010,MGR0004,CRS0012,2025-02-28,Full,1,1,32400.0,6480.0,25920.0,395.63,-395.63,UAH,1.0,32400.0,-395.63,Card,WayForPay,Refunded,2025-05-18,Changed mind,INV-2025-009621,False,UAH,False,INV-2025-009621,False,True,1.0,ExchangeRates Exact Lookup
PAY0009622,LEAD0026725,STU006831,ENR007011,MGR0003,CRS0016,2025-02-28,Full,1,1,29200.0,0.0,0.0,664.12,28535.88,UAH,1.0,29200.0,28535.88,Crypto,Monobank,Completed,,,INV-2025-009622,False,UAH,False,INV-2025-009622,False,True,1.0,ExchangeRates Exact Lookup
PAY0009623,LEAD0028596,STU006832,ENR007012,MGR0005,CRS0011,2025-02-22,Installment,1,6,439.61,87.92,0.0,0.0,351.69,PLN,10.5373,4632.3,3705.86,BankTransfer,PrivatBank,Canceled,,,INV-2025-009623,False,PLN,False,INV-2025-009623,False,False,10.5373,ExchangeRates Exact Lookup
PAY0009624,LEAD0028596,STU006832,ENR007012,MGR0005,CRS0011,2025-03-24,Installment,2,6,439.61,87.92,0.0,0.0,351.69,PLN,10.8265,4759.44,3807.57,BankTransfer,PrivatBank,Canceled,,,INV-2025-009624,False,PLN,False,INV-2025-009624,False,False,10.8265,ExchangeRates Exact Lookup
PAY0009625,LEAD0028596,STU006832,ENR007012,MGR0005,CRS0011,2025-04-19,Installment,3,6,439.61,87.92,0.0,0.0,351.69,PLN,10.6457,4679.96,3743.99,BankTransfer,PrivatBank,Canceled,,,INV-2025-009625,False,PLN,False,INV-2025-009625,False,False,10.6457,ExchangeRates Exact Lookup
PAY0009626,LEAD0028596,STU006832,ENR007012,MGR0005,CRS0011,2025-05-19,Installment,4,6,439.61,87.92,0.0,0.0,351.69,PLN,10.2879,4522.66,3618.15,BankTransfer,PrivatBank,Canceled,,,INV-2025-009626,False,PLN,False,INV-2025-009626,False,False,10.2879,ExchangeRates Exact Lookup
PAY0009627,LEAD0028596,STU006832,ENR007012,MGR0005,CRS0011,2025-06-22,Installment,5,6,439.61,87.92,0.0,0.0,351.69,PLN,10.5969,4658.5,3726.82,BankTransfer,PrivatBank,Canceled,,,INV-2025-009627,False,PLN,False,INV-2025-009627,False,False,10.5969,ExchangeRates Exact Lookup
PAY0009628,LEAD0028596,STU006832,ENR007012,MGR0005,CRS0011,2025-07-20,Installment,6,6,439.61,87.92,0.0,0.0,351.69,PLN,10.8566,4772.67,3818.16,BankTransfer,PrivatBank,Canceled,,,INV-2025-009628,False,PLN,False,INV-2025-009628,False,False,10.8566,ExchangeRates Exact Lookup
PAY0009629,LEAD0025423,STU006834,ENR007014,MGR0007,CRS0005,2025-02-26,Full,1,1,28600.0,8580.0,0.0,510.27,19509.73,UAH,1.0,28600.0,19509.73,Card,Monobank,Completed,,,INV-2025-009629,False,UAH,False,INV-2025-009629,False,True,1.0,ExchangeRates Exact Lookup
PAY0009630,LEAD0028997,STU003574,ENR007016,MGR0007,CRS0001,2025-03-02,Installment,1,2,1796.81,0.0,0.0,48.33,1748.48,PLN,10.3034,18513.25,18015.29,Card,Wise,Completed,,,INV-2025-009630,False,PLN,False,INV-2025-009630,False,True,10.3034,ExchangeRates Exact Lookup
PAY0009631,LEAD0028997,STU003574,ENR007016,MGR0007,CRS0001,2025-04-02,Installment,2,2,1796.81,0.0,0.0,49.62,1747.19,PLN,11.0468,19849.0,19300.86,Card,Wise,Completed,,,INV-2025-009631,False,PLN,False,INV-2025-009631,False,True,11.0468,ExchangeRates Exact Lookup
PAY0009632,LEAD0025714,STU006836,ENR007017,MGR0004,CRS0005,2025-02-18,Installment,1,4,7150.0,0.0,0.0,95.75,7054.25,UAH,1.0,7150.0,7054.25,Card,PrivatBank,Completed,,,INV-2025-009632,False,UAH,False,INV-2025-009632,False,True,1.0,ExchangeRates Exact Lookup
PAY0009633,LEAD0025714,STU006836,ENR007017,MGR0004,CRS0005,2025-03-22,Installment,2,4,7150.0,0.0,0.0,129.03,7020.97,UAH,1.0,7150.0,7020.97,Card,PrivatBank,Completed,,,INV-2025-009633,False,UAH,False,INV-2025-009633,False,True,1.0,ExchangeRates Exact Lookup
PAY0009634,LEAD0025714,STU006836,ENR007017,MGR0004,CRS0005,2025-04-19,Installment,3,4,7150.0,0.0,0.0,122.03,7027.97,UAH,1.0,7150.0,7027.97,Card,PrivatBank,Completed,,,INV-2025-009634,False,UAH,False,INV-2025-009634,False,True,1.0,ExchangeRates Exact Lookup
PAY0009635,LEAD0025714,STU006836,ENR007017,MGR0004,CRS0005,2025-05-21,Installment,4,4,7150.0,0.0,0.0,126.67,7023.33,UAH,1.0,7150.0,7023.33,Card,PrivatBank,Completed,,,INV-2025-009635,False,UAH,False,INV-2025-009635,False,True,1.0,ExchangeRates Exact Lookup
PAY0009636,LEAD0028478,STU006839,ENR007020,MGR0007,CRS0010,2025-03-05,Full,1,1,14325.04,716.25,0.0,180.15,13428.64,CZK,1.9318,27673.11,25941.45,Wise,WayForPay,Completed,,,INV-2025-009636,False,CZK,False,INV-2025-009636,False,True,1.9318,ExchangeRates Exact Lookup
PAY0009637,LEAD0026463,STU006840,ENR007021,MGR0007,CRS0014,2025-02-25,Full,1,1,504.89,0.0,232.66,9.41,262.82,EUR,42.7814,21599.9,11243.81,Card,USDT,Partially Refunded,2025-03-01,Financial reasons,INV-2025-009637,False,EUR,False,INV-2025-009637,False,True,42.7814,ExchangeRates Exact Lookup
PAY0009638,LEAD0027111,STU006841,ENR007022,MGR0004,CRS0010,2025-02-21,Full,1,1,28100.0,0.0,0.0,398.61,27701.39,UAH,1.0,28100.0,27701.39,Card,PrivatBank,Completed,,,INV-2025-009638,False,UAH,False,INV-2025-009638,False,True,1.0,ExchangeRates Exact Lookup
PAY0009639,LEAD0029124,STU006842,ENR007023,MGR0003,CRS0005,2025-02-25,Installment,1,6,455.57,0.0,0.0,7.82,447.75,PLN,10.463,4766.63,4684.81,Card,Wise,Completed,,,INV-2025-009639,False,PLN,False,INV-2025-009639,False,True,10.463,ExchangeRates Exact Lookup
PAY0009640,LEAD0029124,STU006842,ENR007023,MGR0003,CRS0005,2025-04-01,Installment,2,6,455.57,0.0,0.0,6.21,449.36,PLN,11.0219,5021.25,4952.8,Card,Wise,Completed,,,INV-2025-009640,False,PLN,False,INV-2025-009640,False,True,11.0219,ExchangeRates Exact Lookup
PAY0009641,LEAD0029124,STU006842,ENR007023,MGR0003,CRS0005,2025-04-29,Installment,3,6,455.57,0.0,0.0,7.0,448.57,PLN,10.4683,4769.04,4695.77,Card,Wise,Completed,,,INV-2025-009641,False,PLN,False,INV-2025-009641,False,True,10.4683,ExchangeRates Exact Lookup
PAY0009642,LEAD0029124,STU006842,ENR007023,MGR0003,CRS0005,2025-05-31,Installment,4,6,455.57,0.0,0.0,7.91,447.66,PLN,10.5763,4818.24,4734.59,Card,Wise,Completed,,,INV-2025-009642,False,PLN,False,INV-2025-009642,False,True,10.5763,ExchangeRates Exact Lookup
PAY0009643,LEAD0029124,STU006842,ENR007023,MGR0003,CRS0005,2025-06-26,Installment,5,6,455.57,0.0,0.0,9.35,446.22,PLN,10.9195,4974.6,4872.5,Card,Wise,Completed,,,INV-2025-009643,False,PLN,False,INV-2025-009643,False,True,10.9195,ExchangeRates Exact Lookup
PAY0009644,LEAD0029124,STU006842,ENR007023,MGR0003,CRS0005,2025-07-29,Installment,6,6,455.57,0.0,0.0,7.48,448.09,PLN,10.5458,4804.35,4725.47,Card,Wise,Completed,,,INV-2025-009644,False,PLN,False,INV-2025-009644,False,True,10.5458,ExchangeRates Exact Lookup
PAY0009645,LEAD0026436,STU006844,ENR007025,MGR0007,CRS0011,2025-03-03,Installment,1,3,9166.67,0.0,0.0,204.39,8962.28,UAH,1.0,9166.67,8962.28,Wise,PrivatBank,Completed,,,INV-2025-009645,False,UAH,False,INV-2025-009645,False,True,1.0,ExchangeRates Exact Lookup
PAY0009646,LEAD0026436,STU006844,ENR007025,MGR0007,CRS0011,2025-04-03,Installment,2,3,9166.67,0.0,0.0,269.01,8897.66,UAH,1.0,9166.67,8897.66,Wise,PrivatBank,Completed,,,INV-2025-009646,False,UAH,False,INV-2025-009646,False,True,1.0,ExchangeRates Exact Lookup
PAY0009647,LEAD0026436,STU006844,ENR007025,MGR0007,CRS0011,2025-05-04,Installment,3,3,9166.67,0.0,0.0,116.02,9050.65,UAH,1.0,9166.67,9050.65,Wise,PrivatBank,Completed,,,INV-2025-009647,False,UAH,False,INV-2025-009647,False,True,1.0,ExchangeRates Exact Lookup
PAY0009648,LEAD0029004,STU006845,ENR007026,MGR0004,CRS0014,2025-02-27,Full,1,1,21600.0,6480.0,0.0,199.57,14920.43,UAH,1.0,21600.0,14920.43,Wise,Wise,Completed,,,INV-2025-009648,False,UAH,False,INV-2025-009648,False,True,1.0,ExchangeRates Exact Lookup
PAY0009649,LEAD0027562,STU006847,ENR007028,MGR0004,CRS0001,2025-02-19,Installment,1,3,12533.33,1253.33,0.0,327.58,10952.42,UAH,1.0,12533.33,10952.42,Card,USDT,Completed,,,INV-2025-009649,False,UAH,False,INV-2025-009649,False,True,1.0,ExchangeRates Exact Lookup
PAY0009650,LEAD0027562,STU006847,ENR007028,MGR0004,CRS0001,2025-03-22,Installment,2,3,12533.33,1253.33,0.0,155.7,11124.3,UAH,1.0,12533.33,11124.3,Card,USDT,Completed,,,INV-2025-009650,False,UAH,False,INV-2025-009650,False,True,1.0,ExchangeRates Exact Lookup
PAY0009651,LEAD0027562,STU006847,ENR007028,MGR0004,CRS0001,2025-04-23,Installment,3,3,12533.33,1253.33,0.0,214.23,11065.77,UAH,1.0,12533.33,11065.77,Card,USDT,Completed,,,INV-2025-009651,False,UAH,False,INV-2025-009651,False,True,1.0,ExchangeRates Exact Lookup
PAY0009652,LEAD0029216,STU006848,ENR007029,MGR0007,CRS0005,2025-02-28,Full,1,1,2704.13,0.0,0.0,38.23,2665.9,PLN,10.3431,27969.09,27573.67,Wise,Wise,Completed,,,INV-2025-009652,False,PLN,False,INV-2025-009652,False,True,10.3431,ExchangeRates Exact Lookup
PAY0009653,LEAD0026905,STU006850,ENR007031,MGR0004,CRS0014,2025-02-24,Full,1,1,21600.0,5400.0,6536.17,456.14,9207.69,UAH,1.0,21600.0,9207.69,Wise,USDT,Partially Refunded,2025-05-13,Course mismatch,INV-2025-009653,False,UAH,False,INV-2025-009653,False,True,1.0,ExchangeRates Exact Lookup
PAY0009654,LEAD0028613,STU006851,ENR007032,MGR0004,CRS0014,2025-02-21,Installment,1,4,517.82,51.78,0.0,6.63,459.41,PLN,10.6084,5493.24,4873.61,Card,Wise,Completed,,,INV-2025-009654,False,PLN,False,INV-2025-009654,False,True,10.6084,ExchangeRates Exact Lookup
PAY0009655,LEAD0028613,STU006851,ENR007032,MGR0004,CRS0014,2025-03-22,Installment,2,4,517.82,51.78,0.0,13.81,452.23,PLN,10.6815,5531.09,4830.49,Card,Wise,Completed,,,INV-2025-009655,False,PLN,False,INV-2025-009655,False,True,10.6815,ExchangeRates Exact Lookup
PAY0009656,LEAD0028613,STU006851,ENR007032,MGR0004,CRS0014,2025-04-25,Installment,3,4,517.82,51.78,0.0,11.75,454.29,PLN,10.4941,5434.05,4767.36,Card,Wise,Completed,,,INV-2025-009656,False,PLN,False,INV-2025-009656,False,True,10.4941,ExchangeRates Exact Lookup
PAY0009657,LEAD0028613,STU006851,ENR007032,MGR0004,CRS0014,2025-05-23,Installment,4,4,517.82,51.78,0.0,7.95,458.09,PLN,10.4762,5424.79,4799.04,Card,Wise,Completed,,,INV-2025-009657,False,PLN,False,INV-2025-009657,False,True,10.4762,ExchangeRates Exact Lookup
PAY0009658,LEAD0026271,STU006852,ENR007033,MGR0004,CRS0017,2025-02-25,Full,1,1,27900.0,1395.0,0.0,0.0,26505.0,UAH,1.0,27900.0,26505.0,Card,Monobank,Canceled,,,INV-2025-009658,False,UAH,False,INV-2025-009658,False,False,1.0,ExchangeRates Exact Lookup
PAY0009659,LEAD0028543,STU006853,ENR007034,MGR0004,CRS0005,2025-02-27,Full,1,1,28600.0,0.0,0.0,738.27,27861.73,UAH,1.0,28600.0,27861.73,Card,Wise,Completed,,,INV-2025-009659,False,UAH,False,INV-2025-009659,False,True,1.0,ExchangeRates Exact Lookup
PAY0009660,LEAD0026800,STU006854,ENR007035,MGR0006,CRS0016,2025-03-05,Installment,1,6,117.01,0.0,0.0,2.81,114.2,EUR,41.7585,4886.16,4768.82,BankTransfer,Monobank,Completed,,,INV-2025-009660,False,EUR,False,INV-2025-009660,False,True,41.7585,ExchangeRates Exact Lookup
PAY0009661,LEAD0026800,STU006854,ENR007035,MGR0006,CRS0016,2025-04-03,Installment,2,6,117.01,0.0,0.0,2.36,114.65,EUR,43.8632,5132.43,5028.92,BankTransfer,Monobank,Completed,,,INV-2025-009661,False,EUR,False,INV-2025-009661,False,True,43.8632,ExchangeRates Exact Lookup
PAY0009662,LEAD0026800,STU006854,ENR007035,MGR0006,CRS0016,2025-05-01,Installment,3,6,117.01,0.0,0.0,2.28,114.73,EUR,43.1602,5050.18,4951.77,BankTransfer,Monobank,Completed,,,INV-2025-009662,False,EUR,False,INV-2025-009662,False,True,43.1602,ExchangeRates Exact Lookup
PAY0009663,LEAD0026800,STU006854,ENR007035,MGR0006,CRS0016,2025-06-04,Installment,4,6,117.01,0.0,0.0,3.35,113.66,EUR,42.045,4919.69,4778.83,BankTransfer,Monobank,Completed,,,INV-2025-009663,False,EUR,False,INV-2025-009663,False,True,42.045,ExchangeRates Exact Lookup
PAY0009664,LEAD0026800,STU006854,ENR007035,MGR0006,CRS0016,2025-06-29,Installment,5,6,117.01,0.0,0.0,3.22,113.79,EUR,43.6444,5106.83,4966.3,BankTransfer,Monobank,Completed,,,INV-2025-009664,False,EUR,False,INV-2025-009664,False,True,43.6444,ExchangeRates Exact Lookup
PAY0009665,LEAD0026800,STU006854,ENR007035,MGR0006,CRS0016,2025-08-03,Installment,6,6,117.01,0.0,0.0,3.16,113.85,EUR,45.0328,5269.29,5126.98,BankTransfer,Monobank,Completed,,,INV-2025-009665,False,EUR,False,INV-2025-009665,False,True,45.0328,ExchangeRates Exact Lookup
PAY0009666,LEAD0026991,STU006856,ENR007037,MGR0004,CRS0005,2025-02-24,Full,1,1,28600.0,7150.0,0.0,547.95,20902.05,UAH,1.0,28600.0,20902.05,Card,Wise,Completed,,,INV-2025-009666,False,UAH,False,INV-2025-009666,False,True,1.0,ExchangeRates Exact Lookup
PAY0009667,LEAD0026458,STU004310,ENR007038,MGR0005,CRS0006,2025-03-01,Installment,1,3,294.44,0.0,0.0,7.56,286.88,EUR,41.593,12246.64,11932.2,BankTransfer,WayForPay,Completed,,,INV-2025-009667,False,EUR,False,INV-2025-009667,False,True,41.593,ExchangeRates Exact Lookup
