ActivityID,ActivityWeek,StudentID,EnrollmentID,CourseID,Logins,ActiveDays,LessonsViewed,LessonsCompleted,HomeworkAssigned,HomeworkSubmitted,HomeworkAccepted,QuizAttempts,AverageQuizScore,VideoMinutesWatched,LiveLessonsAttended,QuestionsAsked,MentorMessages,PlatformHours,LastActivityAt,HomeworkConsistencyFlag,LastActivityAtAnomalyFlag,MissingWeeksBefore,ActivityGapBeforeFlag
ACT00069652,2025-04-22,STU006574,ENR006741,CRS0005,1.0,0,0.0,0,2,0,0,0,0.0,13.0,0,0,0,2.0,2025-04-26 09:16:26,False,False,0,False
ACT00069653,2025-03-09,STU006575,ENR006742,CRS0008,6.0,5,3.0,2,2,2,2,4,64.0,75.0,0,2,1,5.9,2025-03-14 19:56:40,False,False,0,False
ACT00069654,2025-03-16,STU006575,ENR006742,CRS0008,6.0,6,5.0,3,2,2,2,1,65.3,112.0,1,3,0,7.4,2025-03-16 12:48:33,False,False,0,False
ACT00069655,2025-03-23,STU006575,ENR006742,CRS0008,3.0,7,2.0,1,1,0,0,2,92.5,50.0,2,2,2,6.5,2025-03-27 01:33:47,False,False,0,False
ACT00069656,2025-02-26,STU006576,ENR006743,CRS0012,4.0,4,2.0,1,3,2,1,3,69.0,127.0,3,1,1,4.8,2025-02-28 20:23:45,False,False,0,False
ACT00069657,2025-03-05,STU006576,ENR006743,CRS0012,8.0,6,3.0,3,2,1,1,3,73.3,165.0,3,0,0,5.7,2025-03-09 11:15:09,False,False,0,False
ACT00069658,2025-03-12,STU006576,ENR006743,CRS0012,5.0,3,5.0,5,2,1,1,2,93.0,76.0,1,3,1,9.0,2025-03-13 22:42:58,False,False,0,False
ACT00069659,2025-03-19,STU006576,ENR006743,CRS0012,7.0,5,2.0,1,3,1,1,1,93.8,153.0,2,2,0,7.8,2025-03-21 00:03:07,False,False,0,False
ACT00069660,2025-03-26,STU006576,ENR006743,CRS0012,8.0,5,2.0,2,2,1,1,0,0.0,173.0,2,2,2,3.3,2025-03-30 17:45:08,False,False,0,False
ACT00069661,2025-04-02,STU006576,ENR006743,CRS0012,7.0,4,6.0,5,2,1,1,4,86.6,233.0,3,1,3,7.4,2025-04-04 02:39:04,False,False,0,False
ACT00069662,2025-04-09,STU006576,ENR006743,CRS0012,10.0,7,4.0,4,2,2,1,3,60.5,160.0,1,0,5,8.6,2025-04-15 02:40:52,False,False,0,False
ACT00069663,2025-04-16,STU006576,ENR006743,CRS0012,9.0,7,4.0,3,1,1,1,3,58.3,207.0,1,2,5,8.3,2025-04-17 22:25:04,False,False,0,False
ACT00069664,2025-04-23,STU006576,ENR006743,CRS0012,6.0,3,5.0,3,2,2,1,2,44.0,128.0,1,5,4,5.9,2025-04-28 04:46:50,False,False,0,False
ACT00069665,2025-04-30,STU006576,ENR006743,CRS0012,7.0,5,4.0,3,2,1,1,2,40.1,127.0,2,2,1,4.3,2025-05-02 16:48:25,False,False,0,False
ACT00069666,2025-05-07,STU006576,ENR006743,CRS0012,6.0,3,3.0,3,1,0,0,3,87.4,122.0,3,0,2,8.1,2025-05-09 11:25:46,False,False,0,False
ACT00069667,2025-05-14,STU006576,ENR006743,CRS0012,6.0,4,3.0,3,3,3,2,4,50.3,120.0,3,2,2,4.9,2025-05-16 17:51:30,False,False,0,False
ACT00069668,2025-05-21,STU006576,ENR006743,CRS0012,10.0,4,3.0,2,2,1,1,2,57.7,124.0,0,0,2,5.3,2025-05-26 12:30:58,False,False,0,False
ACT00069669,2025-05-28,STU006576,ENR006743,CRS0012,6.0,5,4.0,4,3,2,2,2,55.6,144.0,0,2,3,4.9,2025-06-01 03:15:48,False,False,0,False
ACT00069670,2025-06-04,STU006576,ENR006743,CRS0012,7.0,6,3.0,2,1,1,1,2,37.9,102.0,0,2,2,8.0,2025-06-06 01:11:55,False,False,0,False
ACT00069671,2025-06-11,STU006576,ENR006743,CRS0012,8.0,5,5.0,5,1,1,1,1,46.8,119.0,1,2,3,7.4,2026-05-01 06:22:13,False,True,0,False
ACT00069672,2025-06-18,STU006576,ENR006743,CRS0012,7.0,3,4.0,3,1,1,1,2,90.7,84.0,1,1,1,3.9,2025-06-24 03:21:31,False,False,0,False
ACT00069673,2025-06-25,STU006576,ENR006743,CRS0012,5.0,3,6.0,6,1,1,1,2,76.9,71.0,1,4,2,3.4,2025-06-28 19:50:35,False,False,0,False
ACT00069674,2025-07-02,STU006576,ENR006743,CRS0012,8.0,6,3.0,2,1,1,1,2,86.3,213.0,1,3,2,5.7,2025-07-05 01:23:56,False,False,0,False
ACT00069675,2025-07-09,STU006576,ENR006743,CRS0012,7.0,5,4.0,4,2,1,1,3,75.7,120.0,1,0,4,5.6,2025-07-15 05:19:00,False,False,0,False
ACT00069676,2025-07-16,STU006576,ENR006743,CRS0012,5.0,5,2.0,2,3,2,2,3,57.3,138.0,0,3,1,9.9,2025-07-20 21:09:22,False,False,0,False
ACT00069677,2025-07-23,STU006576,ENR006743,CRS0012,8.0,1,4.0,3,3,3,2,1,62.1,173.0,2,2,3,4.4,2025-07-26 10:06:51,False,False,0,False
ACT00069678,2025-03-24,STU006577,ENR006744,CRS0013,2.0,5,1.0,1,2,1,1,3,61.7,165.0,1,1,4,8.8,2025-03-30 07:03:21,False,False,0,False
ACT00069679,2025-03-31,STU006577,ENR006744,CRS0013,6.0,2,1.0,1,2,1,1,2,79.9,100.0,2,1,0,7.6,2025-04-04 00:03:06,False,False,0,False
ACT00069680,2025-04-07,STU006577,ENR006744,CRS0013,8.0,4,2.0,2,2,1,1,0,0.0,201.0,1,0,1,5.4,2025-04-09 11:52:37,False,False,0,False
ACT00069681,2025-04-14,STU006577,ENR006744,CRS0013,6.0,4,2.0,1,2,1,1,2,65.0,84.0,2,0,2,6.0,2025-04-15 07:25:51,False,False,0,False
ACT00069682,2025-04-21,STU006577,ENR006744,CRS0013,0.0,2,2.0,2,2,1,1,1,53.9,44.0,2,1,2,3.1,2025-04-27 03:51:12,False,False,0,False
ACT00069683,2025-04-28,STU006577,ENR006744,CRS0013,4.0,0,2.0,2,1,0,0,1,62.7,108.0,0,0,6,2.9,2025-05-03 22:37:51,False,False,0,False
ACT00069684,2025-05-05,STU006577,ENR006744,CRS0013,7.0,1,0.0,0,2,1,1,2,29.7,15.0,0,1,0,1.6,2025-05-10 16:45:50,False,False,0,False
ACT00069685,2025-05-12,STU006577,ENR006744,CRS0013,4.0,2,0.0,0,3,1,1,0,0.0,38.0,1,0,0,1.7,2025-05-17 16:52:11,False,False,0,False
ACT00069686,2025-05-19,STU006577,ENR006744,CRS0013,0.0,0,0.0,0,2,1,1,0,0.0,0.0,0,1,2,0.0,2025-05-25 10:11:13,False,False,0,False
ACT00069687,2025-05-26,STU006577,ENR006744,CRS0013,0.0,1,0.0,0,3,0,0,2,51.7,0.0,0,1,0,0.0,2025-05-27 16:06:47,False,False,0,False
ACT00069688,2025-03-09,STU006578,ENR006745,CRS0008,6.0,6,2.0,2,2,2,1,1,57.1,133.0,0,1,0,0.0,2025-03-14 08:57:35,False,False,0,False
ACT00069689,2025-03-16,STU006578,ENR006745,CRS0008,0.0,0,0.0,0,1,0,0,1,44.6,54.0,0,0,1,2.6,2025-03-18 22:50:49,False,False,0,False
ACT00069690,2025-03-23,STU006578,ENR006745,CRS0008,0.0,2,0.0,0,3,1,2,0,0.0,0.0,0,0,2,0.0,2025-03-26 18:14:05,True,False,0,False
ACT00069691,2025-02-09,STU006579,ENR006746,CRS0008,7.0,5,1.0,1,2,1,1,3,81.3,124.0,1,1,0,3.0,2025-02-12 06:48:26,False,False,0,False
ACT00069692,2025-02-16,STU006579,ENR006746,CRS0008,9.0,6,0.0,0,2,2,1,3,65.5,91.0,2,2,2,7.5,2025-02-19 14:26:15,False,False,0,False
ACT00069693,2025-02-23,STU006579,ENR006746,CRS0008,6.0,5,1.0,1,3,2,1,1,48.6,121.0,1,2,3,5.5,2025-02-27 19:45:23,False,False,0,False
ACT00069694,2025-02-10,STU006580,ENR006747,CRS0015,4.0,2,2.0,2,2,2,2,0,0.0,52.0,1,2,4,4.6,2025-02-15 07:35:32,False,False,0,False
ACT00069695,2025-02-17,STU006580,ENR006747,CRS0015,1.0,2,2.0,1,2,1,1,0,0.0,62.0,1,1,1,2.9,2025-02-20 21:35:23,False,False,0,False
ACT00069696,2025-02-24,STU006580,ENR006747,CRS0015,0.0,1,1.0,1,3,1,1,0,0.0,0.0,0,1,0,2.0,2025-02-27 13:03:45,False,False,0,False
ACT00069697,2025-02-10,STU006581,ENR006748,CRS0015,5.0,5,1.0,1,2,1,1,1,78.6,116.0,1,3,3,7.4,2025-02-15 15:45:11,False,False,0,False
ACT00069698,2025-02-17,STU006581,ENR006748,CRS0015,9.0,3,4.0,3,2,2,1,1,70.5,62.0,0,1,5,5.0,2025-02-21 04:02:46,False,False,0,False
ACT00069699,2025-02-24,STU006581,ENR006748,CRS0015,7.0,1,2.0,1,2,2,1,1,46.8,113.0,1,1,0,5.9,2025-03-01 02:07:54,False,False,0,False
ACT00069700,2025-04-09,STU006582,ENR006749,CRS0014,3.0,3,2.0,2,1,1,1,1,65.3,78.0,0,0,0,4.5,2025-04-14 20:09:25,False,False,0,False
ACT00069701,2025-04-16,STU006582,ENR006749,CRS0014,6.0,3,3.0,3,3,2,1,3,53.1,98.0,0,0,0,6.8,2025-04-17 16:51:28,False,False,0,False
ACT00069702,2025-04-23,STU006582,ENR006749,CRS0014,2.0,3,2.0,1,2,1,1,2,50.3,110.0,0,1,1,1.7,2025-04-25 22:19:26,False,False,0,False
ACT00069703,2025-04-30,STU006582,ENR006749,CRS0014,5.0,6,3.0,2,3,2,2,1,49.9,98.0,1,1,3,0.0,2025-05-02 08:14:51,False,False,0,False
ACT00069704,2025-05-07,STU006582,ENR006749,CRS0014,4.0,1,0.0,0,3,1,1,0,0.0,99.0,1,1,2,5.2,2025-05-12 18:31:52,False,False,0,False
ACT00069705,2025-05-14,STU006582,ENR006749,CRS0014,7.0,2,1.0,1,2,1,1,1,64.3,136.0,1,1,1,2.4,2025-05-16 04:12:18,False,False,0,False
ACT00069706,2025-05-21,STU006582,ENR006749,CRS0014,1.0,2,0.0,0,2,1,1,1,69.7,88.0,1,1,1,4.4,2025-05-24 04:09:01,False,False,0,False
ACT00069707,2025-05-28,STU006582,ENR006749,CRS0014,3.0,4,2.0,2,1,0,0,1,45.4,45.0,1,1,1,0.0,2025-05-30 17:20:50,False,False,0,False
ACT00069708,2025-06-04,STU006582,ENR006749,CRS0014,3.0,3,1.0,1,1,1,1,2,34.2,8.0,1,1,0,4.4,2025-06-05 13:05:31,False,False,0,False
ACT00069709,2025-06-11,STU006582,ENR006749,CRS0014,6.0,2,0.0,0,1,0,0,0,0.0,75.0,1,0,1,0.9,2025-06-15 15:13:07,False,False,0,False
ACT00069710,2025-06-18,STU006582,ENR006749,CRS0014,4.0,1,0.0,0,2,1,1,0,0.0,0.0,0,0,1,0.0,2025-06-19 08:44:50,False,False,0,False
ACT00069711,2025-06-25,STU006582,ENR006749,CRS0014,0.0,0,2.0,1,3,1,1,1,65.5,32.0,0,1,1,0.0,2025-06-29 23:05:07,False,False,0,False
ACT00069712,2025-07-02,STU006582,ENR006749,CRS0014,0.0,2,0.0,0,2,0,0,0,0.0,15.0,0,1,1,2.7,2025-07-06 16:29:40,False,False,0,False
ACT00069713,2025-07-09,STU006582,ENR006749,CRS0014,4.0,3,0.0,0,2,1,1,0,0.0,14.0,0,2,0,1.4,2025-07-14 00:13:59,False,False,0,False
ACT00069714,2025-07-16,STU006582,ENR006749,CRS0014,0.0,1,0.0,0,2,0,0,1,26.7,12.0,0,0,1,0.0,2025-07-16 17:14:36,False,False,0,False
ACT00069715,2025-07-23,STU006582,ENR006749,CRS0014,3.0,2,2.0,1,3,1,1,0,0.0,28.0,0,0,0,0.1,2025-07-26 16:00:24,False,False,0,False
ACT00069716,2025-02-10,STU006583,ENR006750,CRS0015,7.0,4,3.0,3,1,1,1,1,43.9,225.0,2,1,4,9.6,2025-02-14 12:05:53,False,False,0,False
ACT00069717,2025-02-17,STU006583,ENR006750,CRS0015,6.0,3,2.0,2,1,1,1,3,80.6,85.0,2,2,5,1.3,2025-02-17 16:27:46,False,False,0,False
ACT00069718,2025-02-24,STU006583,ENR006750,CRS0015,9.0,6,3.0,2,2,1,1,2,86.0,129.0,1,1,3,7.0,2025-02-28 01:40:19,False,False,0,False
ACT00069719,2025-02-26,STU006584,ENR006751,CRS0012,9.0,7,3.0,2,2,1,1,4,85.0,183.0,2,3,4,8.6,2025-03-01 17:01:21,False,False,0,False
ACT00069720,2025-03-05,STU006584,ENR006751,CRS0012,10.0,6,4.0,3,2,1,1,3,45.0,249.0,0,3,3,7.3,2025-03-07 14:14:17,False,False,0,False
ACT00069721,2025-03-12,STU006584,ENR006751,CRS0012,14.0,7,1.0,1,2,1,1,2,95.9,114.0,2,4,3,8.2,2025-03-18 06:15:08,False,False,0,False
ACT00069722,2025-03-19,STU006584,ENR006751,CRS0012,11.0,7,3.0,2,1,1,1,4,84.1,193.0,1,3,3,7.1,2025-03-20 09:20:08,False,False,0,False
ACT00069723,2025-03-26,STU006584,ENR006751,CRS0012,10.0,7,2.0,2,2,2,2,2,70.7,226.0,2,3,4,8.8,2025-03-29 07:31:52,False,False,0,False
ACT00069724,2025-04-02,STU006584,ENR006751,CRS0012,12.0,5,2.0,2,2,2,1,4,85.2,148.0,1,4,0,6.3,2025-04-07 06:41:27,False,False,0,False
ACT00069725,2025-04-09,STU006584,ENR006751,CRS0012,10.0,6,4.0,4,3,2,1,3,96.7,224.0,1,2,4,6.0,2025-04-14 21:30:54,False,False,0,False
ACT00069726,2025-04-16,STU006584,ENR006751,CRS0012,12.0,7,2.0,1,3,1,1,3,45.9,191.0,2,2,2,8.5,2025-04-17 19:55:06,False,False,0,False
ACT00069727,2025-04-23,STU006584,ENR006751,CRS0012,14.0,6,3.0,3,2,1,1,4,93.5,176.0,1,5,5,11.3,2025-04-25 05:03:46,False,False,0,False
ACT00069728,2025-04-30,STU006584,ENR006751,CRS0012,11.0,5,6.0,4,1,1,1,4,,195.0,1,3,5,6.4,2025-04-30 15:55:44,False,False,0,False
ACT00069729,2025-05-07,STU006584,ENR006751,CRS0012,7.0,5,2.0,2,1,1,1,1,60.1,74.0,1,2,2,4.5,2025-05-07 21:31:26,False,False,0,False
ACT00069730,2025-05-14,STU006584,ENR006751,CRS0012,10.0,6,2.0,1,3,1,1,3,52.7,146.0,2,3,3,9.4,2025-05-20 02:08:40,False,False,0,False
ACT00069731,2025-05-21,STU006584,ENR006751,CRS0012,12.0,7,3.0,2,2,2,2,3,85.5,174.0,0,2,3,6.9,2025-05-24 07:44:42,False,False,0,False
ACT00069732,2025-05-28,STU006584,ENR006751,CRS0012,11.0,5,2.0,2,2,1,1,1,46.9,170.0,1,2,4,5.5,2025-06-02 22:38:58,False,False,0,False
ACT00069733,2025-06-04,STU006584,ENR006751,CRS0012,12.0,7,3.0,2,2,2,2,3,83.4,201.0,1,3,3,8.7,2025-06-10 02:28:31,False,False,0,False
ACT00069734,2025-06-11,STU006584,ENR006751,CRS0012,12.0,6,4.0,4,3,3,2,3,70.2,211.0,1,2,2,11.1,2025-06-17 09:08:18,False,False,0,False
ACT00069735,2025-06-18,STU006584,ENR006751,CRS0012,7.0,6,5.0,3,1,1,1,3,67.2,192.0,2,4,5,6.9,2025-06-24 15:14:08,False,False,0,False
ACT00069736,2025-06-25,STU006584,ENR006751,CRS0012,9.0,7,2.0,1,2,1,1,4,44.0,199.0,2,4,4,7.1,2025-06-27 06:14:57,False,False,0,False
ACT00069737,2025-07-02,STU006584,ENR006751,CRS0012,7.0,7,4.0,3,2,2,1,2,64.0,200.0,2,2,5,5.9,2025-07-08 03:47:06,False,False,0,False
ACT00069738,2025-07-09,STU006584,ENR006751,CRS0012,10.0,5,4.0,3,3,2,1,2,76.3,150.0,1,3,1,7.3,2025-07-14 17:47:41,False,False,0,False
ACT00069739,2025-07-16,STU006584,ENR006751,CRS0012,7.0,5,1.0,1,3,3,3,3,61.7,123.0,0,4,3,9.3,2025-07-22 11:59:34,False,False,0,False
ACT00069740,2025-07-23,STU006584,ENR006751,CRS0012,12.0,5,4.0,3,3,3,3,5,73.6,172.0,2,3,2,8.4,2025-07-27 00:45:03,False,False,0,False
ACT00069741,2025-07-30,STU006584,ENR006751,CRS0012,8.0,5,4.0,3,1,1,1,3,60.7,264.0,2,4,4,7.1,2025-07-31 19:35:33,False,False,0,False
ACT00069742,2025-03-24,STU006585,ENR006752,CRS0013,10.0,6,3.0,2,1,0,0,3,87.1,142.0,1,4,4,9.2,2025-03-28 22:14:17,False,False,0,False
ACT00069743,2025-03-31,STU006585,ENR006752,CRS0013,11.0,6,5.0,4,2,2,1,3,47.0,207.0,4,3,3,8.3,2025-04-03 23:57:48,False,False,0,False
ACT00069744,2025-04-07,STU006585,ENR006752,CRS0013,12.0,6,5.0,5,1,1,1,3,56.1,205.0,2,2,1,9.9,2025-04-13 03:28:55,False,False,0,False
ACT00069745,2025-04-14,STU006585,ENR006752,CRS0013,9.0,5,5.0,4,2,1,1,2,73.3,114.0,1,2,3,10.8,2025-04-18 09:29:52,False,False,0,False
ACT00069746,2025-04-21,STU006585,ENR006752,CRS0013,12.0,7,4.0,3,2,2,1,3,90.1,187.0,2,1,5,4.3,2025-04-26 05:59:17,False,False,0,False
ACT00069747,2025-04-28,STU006585,ENR006752,CRS0013,14.0,7,4.0,4,2,2,1,3,90.9,174.0,2,3,1,8.4,2025-04-29 18:39:06,False,False,0,False
ACT00069748,2025-05-05,STU006585,ENR006752,CRS0013,11.0,7,5.0,4,1,1,1,2,49.8,159.0,3,5,3,7.5,2025-05-09 04:29:44,False,False,0,False
ACT00069749,2025-05-12,STU006585,ENR006752,CRS0013,10.0,6,4.0,3,3,2,2,2,48.9,185.0,2,1,1,7.4,2025-05-15 15:48:56,False,False,0,False
ACT00069750,2025-05-19,STU006585,ENR006752,CRS0013,9.0,7,5.0,3,1,1,1,3,64.4,141.0,2,0,4,8.3,2025-05-19 13:58:02,False,False,0,False
ACT00069751,2025-05-26,STU006585,ENR006752,CRS0013,11.0,7,3.0,2,2,1,1,4,63.1,113.0,2,3,4,8.9,2025-05-31 18:15:33,False,False,0,False
ACT00069752,2025-04-09,STU006586,ENR006753,CRS0001,5.0,4,3.0,2,2,2,2,2,90.2,197.0,3,0,3,6.6,2025-04-12 18:31:07,False,False,0,False
ACT00069753,2025-04-16,STU006586,ENR006753,CRS0001,4.0,5,0.0,0,1,1,1,4,93.9,94.0,2,2,4,1.9,2025-04-19 07:22:54,False,False,0,False
ACT00069754,2025-04-23,STU006586,ENR006753,CRS0001,5.0,4,3.0,3,3,2,2,2,43.3,226.0,1,0,2,6.8,2025-04-26 04:33:58,False,False,0,False
ACT00069755,2025-04-30,STU006586,ENR006753,CRS0001,7.0,2,2.0,2,3,3,3,3,72.3,98.0,2,2,4,5.5,2025-05-01 19:50:58,False,False,0,False
ACT00069756,2025-05-07,STU006586,ENR006753,CRS0001,9.0,4,1.0,1,1,1,1,2,81.9,116.0,1,2,4,4.5,2025-05-11 09:56:57,False,False,0,False
ACT00069757,2025-05-14,STU006586,ENR006753,CRS0001,5.0,5,3.0,2,1,1,1,2,52.1,79.0,2,4,1,6.0,2025-05-17 14:16:22,False,False,0,False
ACT00069758,2025-05-21,STU006586,ENR006753,CRS0001,6.0,7,3.0,3,2,2,2,3,81.5,129.0,1,3,2,4.5,2025-05-23 17:36:35,False,False,0,False
ACT00069759,2025-05-28,STU006586,ENR006753,CRS0001,11.0,2,2.0,2,3,3,2,2,74.3,97.0,1,1,4,3.5,2025-06-01 16:15:33,False,False,0,False
ACT00069760,2025-06-04,STU006586,ENR006753,CRS0001,8.0,3,3.0,3,2,1,1,3,79.3,172.0,0,2,2,7.3,2025-06-04 22:39:28,False,False,0,False
ACT00069761,2025-06-11,STU006586,ENR006753,CRS0001,3.0,4,3.0,2,1,1,1,1,67.3,114.0,1,1,3,9.7,2025-06-16 12:14:35,False,False,0,False
ACT00069762,2025-06-18,STU006586,ENR006753,CRS0001,7.0,4,1.0,1,3,1,1,2,47.2,128.0,0,1,2,5.7,2025-06-19 04:05:52,False,False,0,False
ACT00069763,2025-06-25,STU006586,ENR006753,CRS0001,10.0,4,1.0,1,3,3,2,2,71.3,113.0,0,2,5,4.9,2025-06-27 01:01:39,False,False,0,False
ACT00069764,2025-03-09,STU006587,ENR006754,CRS0008,8.0,4,2.0,1,3,1,1,2,92.3,244.0,2,3,3,5.2,2025-03-15 10:34:49,False,False,0,False
ACT00069765,2025-03-16,STU006587,ENR006754,CRS0008,13.0,7,4.0,3,3,2,1,2,45.0,182.0,2,2,1,10.4,2025-03-20 04:00:40,False,False,0,False
ACT00069766,2025-03-23,STU006587,ENR006754,CRS0008,10.0,6,4.0,3,3,2,2,3,54.8,218.0,3,2,3,9.6,2025-03-25 05:12:11,False,False,0,False
ACT00069767,2025-02-26,STU006588,ENR006755,CRS0012,2.0,2,2.0,2,1,1,1,0,0.0,154.0,1,0,1,1.8,2025-03-04 03:35:26,False,False,0,False
ACT00069768,2025-03-05,STU006588,ENR006755,CRS0012,5.0,3,3.0,2,2,1,1,2,34.5,93.0,1,2,2,1.4,2025-03-07 05:58:07,False,False,0,False
ACT00069769,2025-03-12,STU006588,ENR006755,CRS0012,3.0,4,3.0,2,1,1,1,0,0.0,91.0,1,1,0,5.7,2025-03-15 15:29:13,False,False,0,False
ACT00069770,2025-03-19,STU006588,ENR006755,CRS0012,4.0,5,3.0,2,1,1,1,1,63.0,43.0,0,2,0,4.8,2025-03-21 21:16:33,False,False,0,False
ACT00069771,2025-03-26,STU006588,ENR006755,CRS0012,2.0,3,3.0,3,2,1,1,1,72.0,0.0,0,0,0,4.2,2025-04-01 01:47:33,False,False,0,False
ACT00069772,2025-04-02,STU006588,ENR006755,CRS0012,5.0,3,1.0,1,2,1,1,3,46.0,147.0,0,0,0,1.5,2025-04-07 17:37:03,False,False,0,False
ACT00069773,2025-04-09,STU006588,ENR006755,CRS0012,3.0,0,1.0,1,2,1,1,1,37.2,61.0,0,1,2,4.1,2025-04-11 20:56:37,False,False,0,False
ACT00069774,2025-04-16,STU006588,ENR006755,CRS0012,4.0,5,2.0,2,3,1,1,3,59.0,108.0,1,2,1,4.2,2025-04-21 20:18:13,False,False,0,False
ACT00069775,2025-04-23,STU006588,ENR006755,CRS0012,3.0,3,1.0,1,2,1,1,1,70.8,20.0,0,0,2,3.3,2025-04-24 16:51:17,False,False,0,False
ACT00069776,2025-04-30,STU006588,ENR006755,CRS0012,5.0,1,0.0,0,1,0,0,2,61.5,23.0,0,1,0,3.2,2025-05-06 04:37:49,False,False,0,False
ACT00069777,2025-05-07,STU006588,ENR006755,CRS0012,3.0,2,2.0,2,2,1,1,0,0.0,82.0,1,0,0,4.6,2025-05-11 18:07:01,False,False,0,False
ACT00069778,2025-05-14,STU006588,ENR006755,CRS0012,8.0,2,1.0,1,2,1,1,1,48.1,15.0,0,1,0,1.6,2025-05-17 16:17:58,False,False,0,False
ACT00069779,2025-05-21,STU006588,ENR006755,CRS0012,5.0,2,2.0,2,3,1,1,0,0.0,0.0,1,1,2,7.7,2025-05-23 09:50:35,False,False,0,False
ACT00069780,2025-05-28,STU006588,ENR006755,CRS0012,3.0,0,0.0,0,2,1,1,0,0.0,91.0,1,1,2,1.0,2025-05-30 09:41:48,False,False,0,False
ACT00069781,2025-06-04,STU006588,ENR006755,CRS0012,2.0,1,0.0,0,2,1,1,1,52.4,51.0,2,2,2,3.1,2025-06-04 20:48:59,False,False,0,False
ACT00069782,2025-06-11,STU006588,ENR006755,CRS0012,3.0,3,0.0,0,1,0,0,1,39.5,0.0,0,0,3,1.2,2025-06-17 06:13:22,False,False,0,False
ACT00069783,2025-06-18,STU006588,ENR006755,CRS0012,4.0,3,1.0,1,1,0,0,0,0.0,117.0,1,1,0,2.8,2025-06-24 04:52:37,False,False,0,False
ACT00069784,2025-06-25,STU006588,ENR006755,CRS0012,0.0,0,1.0,1,2,1,1,0,0.0,69.0,1,0,3,0.0,2025-06-27 12:09:08,False,False,0,False
ACT00069785,2025-07-02,STU006588,ENR006755,CRS0012,0.0,1,0.0,0,3,1,1,0,0.0,71.0,0,1,1,0.0,2025-07-06 22:01:57,False,False,0,False
ACT00069786,2025-07-09,STU006588,ENR006755,CRS0012,0.0,0,0.0,0,1,0,0,1,42.2,35.0,0,0,1,0.1,2025-07-13 16:34:55,False,False,0,False
ACT00069787,2025-07-16,STU006588,ENR006755,CRS0012,1.0,0,0.0,0,1,0,0,0,0.0,15.0,0,0,2,0.1,2025-07-21 11:46:17,False,False,0,False
ACT00069788,2025-07-23,STU006588,ENR006755,CRS0012,4.0,0,2.0,1,1,0,0,2,41.4,77.0,1,0,2,0.5,2025-07-27 08:43:30,False,False,0,False
ACT00069789,2025-07-30,STU006588,ENR006755,CRS0012,0.0,0,0.0,0,2,0,0,0,0.0,19.0,1,2,0,0.2,2025-08-05 16:48:57,False,False,0,False
ACT00069790,2025-03-09,STU006589,ENR006756,CRS0008,9.0,3,6.0,5,1,1,1,1,57.4,97.0,0,1,3,4.8,2025-03-11 20:12:34,False,False,0,False
ACT00069791,2025-03-16,STU006589,ENR006756,CRS0008,11.0,5,1.0,1,2,1,1,4,53.0,164.0,1,1,4,8.5,2025-03-20 22:28:00,False,False,0,False
ACT00069792,2025-03-10,STU006590,ENR006757,CRS0015,10.0,3,2.0,2,1,0,0,2,79.1,105.0,1,2,2,3.8,2025-03-13 05:46:19,False,False,0,False
ACT00069793,2025-03-17,STU006590,ENR006757,CRS0015,7.0,6,3.0,3,1,1,1,1,69.7,119.0,3,1,3,8.5,2025-03-23 17:08:45,False,False,0,False
ACT00069794,2025-03-24,STU006590,ENR006757,CRS0015,6.0,4,3.0,2,1,0,0,2,87.4,77.0,1,1,0,6.8,2025-03-25 22:27:46,False,False,0,False
ACT00069795,2025-03-18,STU006591,ENR006758,CRS0005,9.0,7,4.0,3,3,1,1,4,90.4,182.0,0,3,2,8.7,2025-03-20 20:49:57,False,False,0,False
ACT00069796,2025-03-25,STU006591,ENR006758,CRS0005,11.0,7,3.0,2,2,1,1,3,94.6,155.0,1,2,3,9.4,2025-03-30 16:08:48,False,False,0,False
ACT00069797,2025-04-01,STU006591,ENR006758,CRS0005,15.0,7,3.0,2,3,1,1,3,91.2,206.0,1,3,3,3.6,2025-04-07 08:46:26,False,False,0,False
ACT00069798,2025-04-08,STU006591,ENR006758,CRS0005,9.0,6,3.0,3,1,0,0,3,63.3,246.0,2,2,2,10.4,2025-04-12 01:36:11,False,False,0,False
ACT00069799,2025-04-15,STU006591,ENR006758,CRS0005,11.0,5,3.0,3,3,3,3,3,44.5,217.0,1,4,3,9.4,2025-04-19 11:15:16,False,False,0,False
ACT00069800,2025-04-22,STU006591,ENR006758,CRS0005,10.0,7,4.0,4,2,1,1,3,92.6,133.0,2,2,4,9.3,2025-04-27 22:40:48,False,False,0,False
ACT00069801,2025-03-18,STU006592,ENR006759,CRS0005,7.0,2,1.0,1,3,1,1,2,29.7,106.0,1,0,1,3.1,2025-03-19 07:57:57,False,False,0,False
ACT00069802,2025-03-18,STU006593,ENR006760,CRS0005,8.0,4,3.0,2,2,2,2,0,0.0,183.0,0,2,3,9.0,2025-03-21 14:27:39,False,False,0,False
ACT00069803,2025-03-25,STU006593,ENR006760,CRS0005,11.0,3,2.0,1,2,1,1,3,56.8,180.0,1,3,4,2.3,2025-03-28 23:53:44,False,False,0,False
ACT00069804,2025-04-01,STU006593,ENR006760,CRS0005,5.0,7,3.0,3,2,1,1,2,60.0,102.0,0,2,5,7.4,2025-04-05 19:08:25,False,False,0,False
