Date,Currency,BaseCurrency,ExchangeRate
2025-12-08,EUR,UAH,44.9934
2025-12-09,EUR,UAH,45.0469
2025-12-10,EUR,UAH,44.9199
2025-12-11,EUR,UAH,44.9353
2025-12-12,EUR,UAH,45.1545
2025-12-13,EUR,UAH,44.9829
2025-12-14,EUR,UAH,44.7287
2025-12-15,EUR,UAH,44.7589
2025-12-16,EUR,UAH,44.7132
2025-12-17,EUR,UAH,44.7506
2025-12-18,EUR,UAH,44.3923
2025-12-19,EUR,UAH,44.7724
2025-12-20,EUR,UAH,44.9557
2025-12-21,EUR,UAH,44.7914
2025-12-22,EUR,UAH,44.6028
2025-12-23,EUR,UAH,44.4908
2025-12-24,EUR,UAH,44.7644
2025-12-25,EUR,UAH,45.1766
2025-12-26,EUR,UAH,45.0322
2025-12-27,EUR,UAH,45.1432
2025-12-28,EUR,UAH,44.6475
2025-12-29,EUR,UAH,44.5163
2025-12-30,EUR,UAH,44.4209
2025-12-31,EUR,UAH,44.4006
2024-01-01,USD,UAH,41.5044
2024-01-02,USD,UAH,41.5331
2024-01-03,USD,UAH,41.5449
2024-01-04,USD,UAH,41.5325
2024-01-05,USD,UAH,41.5428
2024-01-06,USD,UAH,41.8552
2024-01-07,USD,UAH,41.814
2024-01-08,USD,UAH,42.0153
2024-01-09,USD,UAH,41.5198
2024-01-10,USD,UAH,41.6289
2024-01-11,USD,UAH,42.0371
2024-01-12,USD,UAH,42.1094
2024-01-13,USD,UAH,42.2215
2024-01-14,USD,UAH,42.5213
2024-01-15,USD,UAH,42.7782
2024-01-16,USD,UAH,43.1054
2024-01-17,USD,UAH,43.3462
2024-01-18,USD,UAH,44.0671
2024-01-19,USD,UAH,44.1348
2024-01-20,USD,UAH,44.0794
2024-01-21,USD,UAH,43.9118
2024-01-22,USD,UAH,44.1047
2024-01-23,USD,UAH,44.275
2024-01-24,USD,UAH,44.045
2024-01-25,USD,UAH,44.5403
2024-01-26,USD,UAH,44.3718
2024-01-27,USD,UAH,44.7176
2024-01-28,USD,UAH,44.7387
2024-01-29,USD,UAH,44.56
2024-01-30,USD,UAH,44.4646
2024-01-31,USD,UAH,44.0251
2024-02-01,USD,UAH,43.1889
2024-02-02,USD,UAH,43.2092
2024-02-03,USD,UAH,43.4731
2024-02-04,USD,UAH,43.1084
2024-02-05,USD,UAH,43.2448
2024-02-06,USD,UAH,43.0401
2024-02-07,USD,UAH,42.7121
2024-02-08,USD,UAH,42.3223
2024-02-09,USD,UAH,42.4732
2024-02-10,USD,UAH,42.348
2024-02-11,USD,UAH,42.1614
2024-02-12,USD,UAH,41.6067
2024-02-13,USD,UAH,41.6699
2024-02-14,USD,UAH,41.0166
2024-02-15,USD,UAH,41.2211
2024-02-16,USD,UAH,41.2295
2024-02-17,USD,UAH,41.3063
2024-02-18,USD,UAH,41.2482
2024-02-19,USD,UAH,41.2497
2024-02-20,USD,UAH,41.2898
2024-02-21,USD,UAH,41.3983
2024-02-22,USD,UAH,41.2871
2024-02-23,USD,UAH,41.553
2024-02-24,USD,UAH,41.9747
2024-02-25,USD,UAH,42.2958
2024-02-26,USD,UAH,42.8656
2024-02-27,USD,UAH,42.6461
2024-02-28,USD,UAH,42.7068
2024-02-29,USD,UAH,42.6719
2024-03-01,USD,UAH,42.6287
2024-03-02,USD,UAH,43.1901
2024-03-03,USD,UAH,43.0243
2024-03-04,USD,UAH,42.9774
2024-03-05,USD,UAH,42.8741
2024-03-06,USD,UAH,43.116
2024-03-07,USD,UAH,43.2535
2024-03-08,USD,UAH,43.3253
2024-03-09,USD,UAH,42.8239
2024-03-10,USD,UAH,42.8144
2024-03-11,USD,UAH,42.7137
2024-03-12,USD,UAH,42.4036
2024-03-13,USD,UAH,42.7155
2024-03-14,USD,UAH,42.8231
2024-03-15,USD,UAH,43.4547
2024-03-16,USD,UAH,43.1412
2024-03-17,USD,UAH,42.9706
2024-03-18,USD,UAH,42.6588
2024-03-19,USD,UAH,42.6228
2024-03-20,USD,UAH,42.6084
2024-03-21,USD,UAH,42.1447
2024-03-22,USD,UAH,42.16
2024-03-23,USD,UAH,42.1332
2024-03-24,USD,UAH,41.9029
2024-03-25,USD,UAH,41.8136
2024-03-26,USD,UAH,42.0257
2024-03-27,USD,UAH,42.238
2024-03-28,USD,UAH,42.5049
2024-03-29,USD,UAH,42.6237
2024-03-30,USD,UAH,43.1547
2024-03-31,USD,UAH,42.705
2024-04-01,USD,UAH,42.7882
2024-04-02,USD,UAH,42.6687
2024-04-03,USD,UAH,42.3347
2024-04-04,USD,UAH,42.5905
2024-04-05,USD,UAH,42.6019
2024-04-06,USD,UAH,42.1795
2024-04-07,USD,UAH,41.9904
2024-04-08,USD,UAH,41.8493
2024-04-09,USD,UAH,42.0232
2024-04-10,USD,UAH,42.0867
2024-04-11,USD,UAH,42.1724
2024-04-12,USD,UAH,41.8892
2024-04-13,USD,UAH,41.5848
2024-04-14,USD,UAH,41.8982
2024-04-15,USD,UAH,41.5013
2024-04-16,USD,UAH,41.6563
2024-04-17,USD,UAH,41.654
2024-04-18,USD,UAH,41.8819
2024-04-19,USD,UAH,42.2059
2024-04-20,USD,UAH,41.8989
2024-04-21,USD,UAH,42.1888
2024-04-22,USD,UAH,42.3331
2024-04-23,USD,UAH,42.25
2024-04-24,USD,UAH,42.7445
2024-04-25,USD,UAH,42.8027
2024-04-26,USD,UAH,42.9384
2024-04-27,USD,UAH,42.799
2024-04-28,USD,UAH,42.8151
2024-04-29,USD,UAH,42.8904
2024-04-30,USD,UAH,42.7214
2024-05-01,USD,UAH,42.5876
2024-05-02,USD,UAH,42.1661
2024-05-03,USD,UAH,42.1364
2024-05-04,USD,UAH,42.048
2024-05-05,USD,UAH,41.8418
2024-05-06,USD,UAH,41.8899
2024-05-07,USD,UAH,42.1073
2024-05-08,USD,UAH,42.2285
2024-05-09,USD,UAH,42.1631
2024-05-10,USD,UAH,42.0497
2024-05-11,USD,UAH,42.5531
2024-05-12,USD,UAH,42.3055
2024-05-13,USD,UAH,42.4474
2024-05-14,USD,UAH,42.6161
2024-05-15,USD,UAH,42.3807
2024-05-16,USD,UAH,42.5813
2024-05-17,USD,UAH,42.8763
2024-05-18,USD,UAH,42.7359
2024-05-19,USD,UAH,42.4217
2024-05-20,USD,UAH,42.3435
2024-05-21,USD,UAH,42.0004
2024-05-22,USD,UAH,42.0949
2024-05-23,USD,UAH,41.9382
2024-05-24,USD,UAH,41.9698
2024-05-25,USD,UAH,41.9191
2024-05-26,USD,UAH,42.0209
2024-05-27,USD,UAH,41.773
2024-05-28,USD,UAH,42.0171
2024-05-29,USD,UAH,41.8766
2024-05-30,USD,UAH,41.9664
2024-05-31,USD,UAH,42.1353
2024-06-01,USD,UAH,42.4741
2024-06-02,USD,UAH,42.7594
2024-06-03,USD,UAH,42.0937
2024-06-04,USD,UAH,42.1893
2024-06-05,USD,UAH,42.1013
2024-06-06,USD,UAH,42.205
2024-06-07,USD,UAH,42.4399
2024-06-08,USD,UAH,42.6132
2024-06-09,USD,UAH,42.2491
2024-06-10,USD,UAH,42.1839
2024-06-11,USD,UAH,42.5898
2024-06-12,USD,UAH,42.2103
2024-06-13,USD,UAH,41.8669
2024-06-14,USD,UAH,41.6056
2024-06-15,USD,UAH,41.7553
2024-06-16,USD,UAH,42.0028
2024-06-17,USD,UAH,41.6946
2024-06-18,USD,UAH,41.9865
2024-06-19,USD,UAH,41.7124
2024-06-20,USD,UAH,41.7285
2024-06-21,USD,UAH,41.7148
2024-06-22,USD,UAH,41.7414
2024-06-23,USD,UAH,41.7531
2024-06-24,USD,UAH,41.4644
2024-06-25,USD,UAH,41.6397
2024-06-26,USD,UAH,41.8389
2024-06-27,USD,UAH,42.1046
2024-06-28,USD,UAH,42.3793
2024-06-29,USD,UAH,42.466
2024-06-30,USD,UAH,42.5968
2024-07-01,USD,UAH,42.6231
2024-07-02,USD,UAH,42.6381
2024-07-03,USD,UAH,42.3895
2024-07-04,USD,UAH,42.2015
2024-07-05,USD,UAH,41.8948
2024-07-06,USD,UAH,41.4705
2024-07-07,USD,UAH,41.2429
2024-07-08,USD,UAH,41.7299
2024-07-09,USD,UAH,41.5694
2024-07-10,USD,UAH,41.8066
2024-07-11,USD,UAH,41.9834
2024-07-12,USD,UAH,41.9763
2024-07-13,USD,UAH,42.3077
2024-07-14,USD,UAH,42.3821
2024-07-15,USD,UAH,42.3051
2024-07-16,USD,UAH,42.4352
2024-07-17,USD,UAH,42.3059
2024-07-18,USD,UAH,42.3329
2024-07-19,USD,UAH,42.1388
2024-07-20,USD,UAH,41.8863
2024-07-21,USD,UAH,42.0171
2024-07-22,USD,UAH,42.2012
2024-07-23,USD,UAH,41.7984
2024-07-24,USD,UAH,41.7993
2024-07-25,USD,UAH,41.9554
2024-07-26,USD,UAH,42.1472
2024-07-27,USD,UAH,42.4791
2024-07-28,USD,UAH,42.4222
2024-07-29,USD,UAH,42.51
2024-07-30,USD,UAH,42.1584
2024-07-31,USD,UAH,42.3787
2024-08-01,USD,UAH,42.3471
2024-08-02,USD,UAH,41.9845
2024-08-03,USD,UAH,42.3559
2024-08-04,USD,UAH,42.3204
2024-08-05,USD,UAH,41.9914
2024-08-06,USD,UAH,41.4009
2024-08-07,USD,UAH,41.3549
2024-08-08,USD,UAH,40.8311
2024-08-09,USD,UAH,40.8638
2024-08-10,USD,UAH,40.4932
2024-08-11,USD,UAH,40.8352
2024-08-12,USD,UAH,40.7604
2024-08-13,USD,UAH,40.5052
2024-08-14,USD,UAH,40.3623
2024-08-15,USD,UAH,40.9042
2024-08-16,USD,UAH,40.8665
2024-08-17,USD,UAH,40.9234
2024-08-19,USD,UAH,41.1859
2024-08-20,USD,UAH,40.9714
2024-08-21,USD,UAH,41.5129
2024-08-22,USD,UAH,41.6778
2024-08-23,USD,UAH,41.6403
2024-08-24,USD,UAH,41.517
2024-08-25,USD,UAH,41.3798
2024-08-26,USD,UAH,41.31
2024-08-27,USD,UAH,41.6918
2024-08-28,USD,UAH,41.6116
2024-08-29,USD,UAH,41.3604
2024-08-30,USD,UAH,41.3614
2024-08-31,USD,UAH,41.3216
2024-09-01,USD,UAH,41.3908
2024-09-02,USD,UAH,41.654
2024-09-03,USD,UAH,41.5809
2024-09-04,USD,UAH,41.6449
2024-09-05,USD,UAH,41.2275
2024-09-06,USD,UAH,41.1265
2024-09-07,USD,UAH,41.3518
2024-09-08,USD,UAH,41.0002
2024-09-09,USD,UAH,41.1914
2024-09-10,USD,UAH,41.8451
2024-09-11,USD,UAH,41.8206
2024-09-12,USD,UAH,41.6525
2024-09-13,USD,UAH,41.844
2024-09-14,USD,UAH,41.3087
2024-09-15,USD,UAH,40.9401
2024-09-16,USD,UAH,40.9475
2024-09-17,USD,UAH,40.9799
2024-09-18,USD,UAH,40.8087
2024-09-19,USD,UAH,40.6829
2024-09-20,USD,UAH,40.9445
2024-09-21,USD,UAH,40.7022
2024-09-22,USD,UAH,40.5783
2024-09-23,USD,UAH,40.3978
2024-09-24,USD,UAH,40.5191
2024-09-25,USD,UAH,40.3896
2024-09-26,USD,UAH,40.6317
2024-09-27,USD,UAH,40.3563
2024-09-28,USD,UAH,39.9489
2024-09-29,USD,UAH,39.8456
2024-09-30,USD,UAH,39.7298
2024-10-01,USD,UAH,39.7823
2024-10-02,USD,UAH,39.9734
2024-10-03,USD,UAH,39.6239
2024-10-04,USD,UAH,39.8732
2024-10-05,USD,UAH,40.0757
2024-10-06,USD,UAH,39.8126
2024-10-07,USD,UAH,39.9902
2024-10-08,USD,UAH,39.3785
2024-10-09,USD,UAH,39.6764
2024-10-10,USD,UAH,39.5196
2024-10-11,USD,UAH,39.6977
2024-10-12,USD,UAH,39.6485
2024-10-13,USD,UAH,39.5312
2024-10-14,USD,UAH,39.4385
2024-10-15,USD,UAH,39.0941
2024-10-16,USD,UAH,38.9961
2024-10-17,USD,UAH,39.2542
2024-10-18,USD,UAH,39.5273
2024-10-19,USD,UAH,39.8312
2024-10-20,USD,UAH,39.8521
2024-10-21,USD,UAH,40.1155
2024-10-22,USD,UAH,40.5657
2024-10-23,USD,UAH,40.6135
2024-10-24,USD,UAH,40.3195
2024-10-25,USD,UAH,40.2754
2024-10-26,USD,UAH,40.1858
2024-10-27,USD,UAH,40.4966
2024-10-28,USD,UAH,40.539
2024-10-29,USD,UAH,40.9455
2024-10-30,USD,UAH,41.0851
2024-10-31,USD,UAH,40.8945
2024-11-01,USD,UAH,40.6737
2024-11-02,USD,UAH,40.0444
2024-11-03,USD,UAH,40.0645
2024-11-04,USD,UAH,40.1702
2024-11-05,USD,UAH,40.3858
2024-11-06,USD,UAH,40.214
2024-11-07,USD,UAH,40.3428
2024-11-08,USD,UAH,40.3495
2024-11-09,USD,UAH,40.4318
2024-11-10,USD,UAH,40.664
2024-11-11,USD,UAH,40.3384
2024-11-12,USD,UAH,40.3513
2024-11-13,USD,UAH,40.4535
2024-11-14,USD,UAH,40.3913
2024-11-15,USD,UAH,40.67
2024-11-16,USD,UAH,40.834
2024-11-17,USD,UAH,40.6133
2024-11-18,USD,UAH,40.7205
2024-11-19,USD,UAH,40.7975
2024-11-20,USD,UAH,40.816
2024-11-21,USD,UAH,40.6279
2024-11-22,USD,UAH,40.5425
2024-11-23,USD,UAH,40.8209
2024-11-24,USD,UAH,40.6987
2024-11-25,USD,UAH,40.472
2024-11-26,USD,UAH,40.3361
2024-11-27,USD,UAH,40.1694
2024-11-28,USD,UAH,40.2152
2024-11-29,USD,UAH,40.3243
2024-11-30,USD,UAH,40.0045
2024-12-01,USD,UAH,39.7136
2024-12-02,USD,UAH,39.2654
2024-12-03,USD,UAH,39.2188
2024-12-04,USD,UAH,39.378
2024-12-05,USD,UAH,39.669
2024-12-06,USD,UAH,40.0439
2024-12-07,USD,UAH,40.1903
2024-12-08,USD,UAH,40.1383
2024-12-09,USD,UAH,40.0391
2024-12-10,USD,UAH,40.2452
2024-12-11,USD,UAH,39.9544
2024-12-12,USD,UAH,40.1586
2024-12-13,USD,UAH,40.4088
2024-12-14,USD,UAH,40.699
2024-12-15,USD,UAH,40.5757
2024-12-16,USD,UAH,41.1508
2024-12-17,USD,UAH,40.9331
2024-12-18,USD,UAH,40.9875
2024-12-19,USD,UAH,41.014
2024-12-20,USD,UAH,41.0363
2024-12-21,USD,UAH,40.8814
2024-12-22,USD,UAH,40.7682
2024-12-23,USD,UAH,40.9478
2024-12-24,USD,UAH,41.1055
2024-12-25,USD,UAH,41.0114
2024-12-26,USD,UAH,41.0514
2024-12-27,USD,UAH,41.1839
2024-12-28,USD,UAH,41.2933
2024-12-29,USD,UAH,40.9342
2024-12-30,USD,UAH,40.6694
2024-12-31,USD,UAH,40.5298
2025-01-01,USD,UAH,40.7436
2025-01-02,USD,UAH,40.8571
2025-01-03,USD,UAH,40.6593
2025-01-04,USD,UAH,40.455
2025-01-05,USD,UAH,40.5301
2025-01-06,USD,UAH,40.6436
2025-01-07,USD,UAH,40.2108
2025-01-08,USD,UAH,40.7282
2025-01-09,USD,UAH,40.4182
2025-01-10,USD,UAH,40.2932
2025-01-11,USD,UAH,39.8803
2025-01-12,USD,UAH,39.7953
2025-01-13,USD,UAH,39.5868
2025-01-14,USD,UAH,39.9347
2025-01-15,USD,UAH,39.7298
2025-01-16,USD,UAH,40.1025
2025-01-17,USD,UAH,39.966
2025-01-18,USD,UAH,40.3803
2025-01-19,USD,UAH,40.4843
2025-01-20,USD,UAH,40.5528
2025-01-21,USD,UAH,40.6903
2025-01-22,USD,UAH,40.7995
2025-01-23,USD,UAH,40.5011
2025-01-24,USD,UAH,40.6271
2025-01-25,USD,UAH,40.1714
2025-01-26,USD,UAH,40.3464
2025-01-27,USD,UAH,40.5557
2025-01-28,USD,UAH,40.8211
2025-01-29,USD,UAH,40.1113
2025-01-30,USD,UAH,40.128
2025-01-31,USD,UAH,40.1884
2025-02-01,USD,UAH,40.2672
2025-02-02,USD,UAH,40.5967
2025-02-03,USD,UAH,40.813
2025-02-04,USD,UAH,40.7636
2025-02-05,USD,UAH,41.1533
2025-02-06,USD,UAH,41.3403
2025-02-07,USD,UAH,41.7663
2025-02-08,USD,UAH,41.8398
2025-02-09,USD,UAH,41.6952
2025-02-10,USD,UAH,41.8119
2025-02-11,USD,UAH,41.6629
2025-02-12,USD,UAH,41.2712
2025-02-13,USD,UAH,40.9371
2025-02-14,USD,UAH,40.5633
2025-02-15,USD,UAH,40.6273
2025-02-16,USD,UAH,40.4072
2025-02-17,USD,UAH,40.6093
2025-02-18,USD,UAH,40.8431
2025-02-19,USD,UAH,41.2852
2025-02-20,USD,UAH,41.0775
2025-02-21,USD,UAH,40.8461
2025-02-22,USD,UAH,40.7743
2025-02-23,USD,UAH,40.5217
2025-02-24,USD,UAH,40.5958
2025-02-25,USD,UAH,40.9703
2025-02-26,USD,UAH,40.8929
2025-02-27,USD,UAH,40.6454
2025-02-28,USD,UAH,40.2873
2025-03-01,USD,UAH,40.4478
2025-03-02,USD,UAH,40.3128
2025-03-03,USD,UAH,40.4745
2025-03-04,USD,UAH,40.1004
2025-03-05,USD,UAH,40.1824
2025-03-06,USD,UAH,40.2674
2025-03-07,USD,UAH,40.1649
2025-03-08,USD,UAH,40.0302
2025-03-09,USD,UAH,40.1078
2025-03-10,USD,UAH,40.101
2025-03-11,USD,UAH,39.8002
2025-03-12,USD,UAH,40.1061
2025-03-13,USD,UAH,39.9083
2025-03-14,USD,UAH,39.9019
2025-03-15,USD,UAH,40.0393
2025-03-16,USD,UAH,40.4895
2025-03-17,USD,UAH,39.9696
2025-03-18,USD,UAH,39.996
2025-03-19,USD,UAH,39.84
2025-03-20,USD,UAH,40.5834
2025-03-21,USD,UAH,40.9817
2025-03-22,USD,UAH,41.0891
2025-03-23,USD,UAH,40.7314
2025-03-24,USD,UAH,40.8255
2025-03-25,USD,UAH,40.7306
2025-03-26,USD,UAH,40.8491
2025-03-27,USD,UAH,40.7244
2025-03-28,USD,UAH,41.204
2025-03-29,USD,UAH,41.0724
2025-03-30,USD,UAH,41.0733
2025-03-31,USD,UAH,41.6072
2025-04-01,USD,UAH,41.4238
2025-04-02,USD,UAH,41.2774
2025-04-03,USD,UAH,41.3897
2025-04-04,USD,UAH,42.1521
2025-04-05,USD,UAH,41.7886
2025-04-06,USD,UAH,41.5867
2025-04-07,USD,UAH,41.3247
2025-04-08,USD,UAH,41.2068
2025-04-09,USD,UAH,40.7304
2025-04-10,USD,UAH,41.3042
2025-04-11,USD,UAH,41.7614
2025-04-12,USD,UAH,41.7353
2025-04-13,USD,UAH,41.7239
2025-04-14,USD,UAH,41.7751
2025-04-15,USD,UAH,41.864
2025-04-16,USD,UAH,41.7784
2025-04-17,USD,UAH,41.9413
2025-04-18,USD,UAH,42.0594
2025-04-19,USD,UAH,42.0729
2025-04-20,USD,UAH,42.4752
2025-04-21,USD,UAH,42.9265
2025-04-22,USD,UAH,42.8746
2025-04-23,USD,UAH,42.6909
2025-04-24,USD,UAH,43.1503
2025-04-25,USD,UAH,43.1817
2025-04-26,USD,UAH,43.4613
2025-04-27,USD,UAH,43.7917
2025-04-28,USD,UAH,43.9426
2025-04-29,USD,UAH,43.7942
2025-04-30,USD,UAH,43.7287
2025-05-01,USD,UAH,43.6774
2025-05-02,USD,UAH,43.8053
2025-05-03,USD,UAH,43.358
2025-05-04,USD,UAH,43.4544
2025-05-05,USD,UAH,43.0027
2025-05-06,USD,UAH,43.0327
2025-05-07,USD,UAH,42.8803
2025-05-08,USD,UAH,42.7738
2025-05-09,USD,UAH,42.4941
2025-05-10,USD,UAH,42.173
2025-05-11,USD,UAH,42.1755
2025-05-12,USD,UAH,42.5206
2025-05-13,USD,UAH,42.4832
2025-05-14,USD,UAH,42.9893
2025-05-15,USD,UAH,42.6566
2025-05-16,USD,UAH,42.6472
2025-05-17,USD,UAH,42.7348
2025-05-18,USD,UAH,42.8485
2025-05-19,USD,UAH,43.0618
2025-05-20,USD,UAH,42.8366
2025-05-21,USD,UAH,42.8153
2025-05-22,USD,UAH,42.5932
2025-05-23,USD,UAH,42.6148
2025-05-24,USD,UAH,42.487
2025-05-25,USD,UAH,42.131
2025-05-26,USD,UAH,41.8139
2025-05-27,USD,UAH,41.5925
2025-05-28,USD,UAH,41.8428
2025-05-29,USD,UAH,41.7723
2025-05-30,USD,UAH,41.4203
2025-05-31,USD,UAH,40.9832
2025-06-01,USD,UAH,40.9276
2025-06-02,USD,UAH,41.0768
2025-06-03,USD,UAH,40.8702
2025-06-04,USD,UAH,41.2628
2025-06-05,USD,UAH,41.1024
2025-06-06,USD,UAH,40.847
2025-06-07,USD,UAH,41.3514
2025-06-08,USD,UAH,41.528
2025-06-09,USD,UAH,41.5422
2025-06-10,USD,UAH,41.7768
2025-06-11,USD,UAH,41.5815
2025-06-12,USD,UAH,41.6154
2025-06-13,USD,UAH,41.1288
2025-06-14,USD,UAH,41.0584
2025-06-15,USD,UAH,40.88
2025-06-16,USD,UAH,41.162
2025-06-17,USD,UAH,41.4365
2025-06-18,USD,UAH,41.7093
2025-06-19,USD,UAH,41.4304
2025-06-20,USD,UAH,41.3976
2025-06-21,USD,UAH,41.5765
2025-06-22,USD,UAH,42.4084
2025-06-23,USD,UAH,42.7749
2025-06-24,USD,UAH,43.191
2025-06-25,USD,UAH,43.2078
2025-06-26,USD,UAH,43.27
2025-06-27,USD,UAH,43.2114
2025-06-28,USD,UAH,43.2727
2025-06-29,USD,UAH,43.1263
2025-06-30,USD,UAH,43.4439
2025-07-01,USD,UAH,43.255
2025-07-02,USD,UAH,42.9303
2025-07-03,USD,UAH,42.9097
2025-07-04,USD,UAH,42.8602
2025-07-05,USD,UAH,43.3129
2025-07-06,USD,UAH,43.519
2025-07-07,USD,UAH,43.342
2025-07-08,USD,UAH,43.4553
2025-07-09,USD,UAH,43.2662
2025-07-10,USD,UAH,43.2867
2025-07-11,USD,UAH,42.8689
2025-07-12,USD,UAH,42.4666
2025-07-13,USD,UAH,42.8849
2025-07-14,USD,UAH,43.1212
2025-07-15,USD,UAH,43.1731
2025-07-16,USD,UAH,42.8001
2025-07-17,USD,UAH,42.7346
2025-07-18,USD,UAH,42.6336
2025-07-19,USD,UAH,42.2444
2025-07-20,USD,UAH,42.3122
2025-07-21,USD,UAH,42.3629
2025-07-22,USD,UAH,42.3704
2025-07-23,USD,UAH,42.6624
2025-07-24,USD,UAH,43.0571
2025-07-25,USD,UAH,43.1484
2025-07-26,USD,UAH,43.0996
2025-07-27,USD,UAH,43.0538
2025-07-28,USD,UAH,43.0381
2025-07-29,USD,UAH,43.1414
2025-07-30,USD,UAH,43.0323
2025-07-31,USD,UAH,42.5255
2025-08-01,USD,UAH,42.4935
2025-08-02,USD,UAH,41.8922
2025-08-03,USD,UAH,42.0849
2025-08-04,USD,UAH,41.9314
2025-08-05,USD,UAH,42.3154
2025-08-06,USD,UAH,42.2724
2025-08-07,USD,UAH,42.377
2025-08-08,USD,UAH,42.4004
2025-08-09,USD,UAH,42.3282
2025-08-10,USD,UAH,42.0072
2025-08-11,USD,UAH,42.0864
2025-08-12,USD,UAH,42.0021
2025-08-13,USD,UAH,42.0606
2025-08-14,USD,UAH,42.2196
2025-08-15,USD,UAH,42.4199
2025-08-16,USD,UAH,42.2432
2025-08-17,USD,UAH,42.6454
2025-08-18,USD,UAH,43.0822
2025-08-19,USD,UAH,43.2667
2025-08-20,USD,UAH,43.0387
2025-08-21,USD,UAH,43.1636
2025-08-22,USD,UAH,42.6359
2025-08-23,USD,UAH,42.2488
2025-08-24,USD,UAH,42.0995
2025-08-25,USD,UAH,41.9461
2025-08-27,USD,UAH,42.3791
2025-08-28,USD,UAH,42.5659
2025-08-29,USD,UAH,42.5566
2025-08-30,USD,UAH,42.7186
2025-08-31,USD,UAH,42.5698
2025-09-01,USD,UAH,42.7842
2025-09-02,USD,UAH,42.9619
2025-09-03,USD,UAH,42.5068
2025-09-04,USD,UAH,42.9083
2025-09-05,USD,UAH,42.7104
2025-09-06,USD,UAH,42.7177
2025-09-07,USD,UAH,42.7844
2025-09-08,USD,UAH,43.0247
2025-09-09,USD,UAH,42.7619
2025-09-10,USD,UAH,42.4508
2025-09-11,USD,UAH,42.4499
2025-09-12,USD,UAH,42.555
2025-09-13,USD,UAH,42.9995
2025-09-14,USD,UAH,43.2326
2025-09-15,USD,UAH,43.2502
2025-09-16,USD,UAH,43.3942
2025-09-17,USD,UAH,43.8466
2025-09-18,USD,UAH,43.7393
2025-09-19,USD,UAH,43.4016
2025-09-20,USD,UAH,43.2514
2025-09-21,USD,UAH,42.4639
2025-09-22,USD,UAH,42.6538
2025-09-23,USD,UAH,42.307
2025-09-24,USD,UAH,42.6209
2025-09-25,USD,UAH,42.6495
2025-09-26,USD,UAH,42.8378
2025-09-27,USD,UAH,42.7512
2025-09-28,USD,UAH,42.8393
2025-09-29,USD,UAH,42.8013
2025-09-30,USD,UAH,42.4514
2025-10-01,USD,UAH,42.331
2025-10-02,USD,UAH,42.3581
2025-10-03,USD,UAH,42.2003
2025-10-04,USD,UAH,42.6067
2025-10-05,USD,UAH,42.3615
2025-10-06,USD,UAH,42.3144
2025-10-07,USD,UAH,42.3007
2025-10-08,USD,UAH,41.8575
2025-10-09,USD,UAH,42.0638
2025-10-10,USD,UAH,41.9749
2025-10-11,USD,UAH,42.5384
2025-10-12,USD,UAH,42.4324
2025-10-13,USD,UAH,42.2832
2025-10-14,USD,UAH,42.5509
2025-10-15,USD,UAH,42.6308
2025-10-16,USD,UAH,42.4992
2025-10-17,USD,UAH,42.4141
2025-10-18,USD,UAH,42.7597
2025-10-19,USD,UAH,42.974
2025-10-20,USD,UAH,42.8807
2025-10-21,USD,UAH,42.9423
2025-10-22,USD,UAH,42.7788
2025-10-23,USD,UAH,43.0134
2025-10-24,USD,UAH,42.9811
2025-10-25,USD,UAH,43.0597
2025-10-26,USD,UAH,42.7709
2025-10-27,USD,UAH,43.1027
2025-10-28,USD,UAH,42.682
2025-10-29,USD,UAH,42.4503
2025-10-30,USD,UAH,42.595
2025-10-31,USD,UAH,42.4309
2025-11-01,USD,UAH,42.05
2025-11-02,USD,UAH,41.9191
2025-11-03,USD,UAH,42.2194
2025-11-04,USD,UAH,42.5027
2025-11-05,USD,UAH,42.3501
2025-11-06,USD,UAH,42.1623
2025-11-07,USD,UAH,42.3091
2025-11-08,USD,UAH,42.7385
2025-11-09,USD,UAH,43.6025
2025-11-10,USD,UAH,43.1118
2025-11-11,USD,UAH,42.88
2025-11-12,USD,UAH,42.617
2025-11-13,USD,UAH,42.2796
2025-11-14,USD,UAH,42.2171
2025-11-15,USD,UAH,42.6305
2025-11-16,USD,UAH,42.5602
2025-11-17,USD,UAH,42.655
2025-11-18,USD,UAH,42.9803
2025-11-19,USD,UAH,42.5623
2025-11-20,USD,UAH,42.3443
2025-11-21,USD,UAH,42.2048
2025-11-22,USD,UAH,42.4851
2025-11-23,USD,UAH,42.8001
2025-11-24,USD,UAH,42.4976
2025-11-25,USD,UAH,42.0195
2025-11-26,USD,UAH,41.8765
2025-11-27,USD,UAH,41.784
2025-11-28,USD,UAH,42.0693
2025-11-29,USD,UAH,41.9146
2025-11-30,USD,UAH,42.0497
2025-12-01,USD,UAH,41.4023
2025-12-02,USD,UAH,41.0401
2025-12-03,USD,UAH,40.7382
2025-12-04,USD,UAH,40.8129
2025-12-05,USD,UAH,40.6057
2025-12-06,USD,UAH,40.5164
2025-12-07,USD,UAH,40.3289
2025-12-08,USD,UAH,40.5359
2025-12-09,USD,UAH,40.3343
2025-12-10,USD,UAH,40.4826
2025-12-11,USD,UAH,40.7976
2025-12-12,USD,UAH,40.9392
2025-12-13,USD,UAH,40.5672
2025-12-14,USD,UAH,40.2775
2025-12-15,USD,UAH,40.2385
