Date,Source,Medium,Campaign,Country,DeviceType,Impressions,Clicks,Sessions,LeadsReported,Spend,Currency,SpendBaseCurrency,PlatformConversions,CampaignObjective,CampaignStatus,CampaignNormalized,SpendBaseCurrencyUnresolvedFlag,ClicksImpressionsAnomalyFlag
2024-11-07,fb-insta,cpc,python_260526,Poland,Tablet,32434,599,461,4,2691.45,UAH,2691.45,0,Leads,Active,python_260526,False,False
2024-11-08,fb-insta,cpc,python_260526,Ukraine,Mobile,9504,223,199,3,1828.21,UAH,1828.21,0,Leads,Active,python_260526,False,False
2024-11-09,fb-insta,cpc,python_260526,Ukraine,Desktop,18584,249,240,3,2432.04,UAH,2432.04,0,Leads,Active,python_260526,False,False
2024-11-10,fb-insta,cpc,python_260526,Ukraine,Desktop,4882,94,90,1,953.6,UAH,953.6,0,Leads,Active,python_260526,False,False
2024-11-11,fb-insta,cpc,python_260526,Ukraine,Mobile,16525,245,196,3,2816.49,UAH,2816.49,1,Leads,Active,python_260526,False,False
2024-11-12,fb-insta,cpc,python_260526,Kazakhstan,Tablet,12314,291,269,2,1957.24,UAH,1957.24,0,Leads,Active,python_260526,False,False
2024-11-13,fb-insta,cpc,python_260526,Ukraine,Desktop,39824,687,661,9,3557.07,UAH,3557.07,1,Leads,Active,python_260526,False,False
2024-11-14,fb-insta,cpc,python_260526,Ukraine,Mobile,12551,277,224,3,1796.8,UAH,1796.8,0,Leads,Active,python_260526,False,False
2024-11-15,fb-insta,cpc,python_260526,Ukraine,Mobile,15475,197,172,2,1850.38,UAH,1850.38,0,Leads,Active,python_260526,False,False
2024-11-16,fb-insta,cpc,python_260526,Czech Republic,Mobile,12882,107,89,1,1117.34,UAH,1117.34,0,Leads,Active,python_260526,False,False
2024-11-17,fb-insta,cpc,python_260526,Ukraine,Mobile,5899,69,60,1,656.16,UAH,656.16,0,Leads,Active,python_260526,False,False
2024-11-18,fb-insta,cpc,python_260526,Ukraine,Tablet,20529,179,165,3,1273.78,UAH,1273.78,1,Leads,Active,python_260526,False,False
2024-11-19,fb-insta,cpc,python_260526,Czech Republic,Desktop,19406,420,328,6,3498.04,UAH,3498.04,1,Leads,Active,python_260526,False,False
2024-11-20,fb-insta,cpc,python_260526,Ukraine,Mobile,7743,142,131,3,1524.16,UAH,1524.16,0,Leads,Active,python_260526,False,False
2024-11-21,fb-insta,cpc,python_260526,United States,Mobile,25232,504,492,7,1940.06,UAH,1940.06,0,Leads,Active,python_260526,False,False
2024-11-22,fb-insta,cpc,python_260526,Czech Republic,Mobile,9431,194,187,3,2320.2,UAH,2320.2,0,Leads,Active,python_260526,False,False
2024-11-23,fb-insta,cpc,python_260526,Ukraine,Mobile,22794,281,270,3,1357.48,UAH,1357.48,0,Leads,Active,python_260526,False,False
2024-11-24,fb-insta,cpc,python_260526,Ukraine,Desktop,15516,302,259,5,2557.95,UAH,2557.95,0,Leads,Active,python_260526,False,False
2024-11-25,fb-insta,cpc,python_260526,Germany,Tablet,124230,2221,1671,20,7787.34,UAH,7787.34,3,Leads,Active,python_260526,False,False
2024-11-26,fb-insta,cpc,python_260526,Ukraine,Desktop,19811,354,335,2,2388.39,UAH,2388.39,0,Leads,Active,python_260526,False,False
2024-11-27,fb-insta,cpc,python 260526,Ukraine,Mobile,39668,664,550,6,6507.55,UAH,6507.55,1,Leads,Active,python_260526,False,False
2024-11-28,fb-insta,cpc,python_260526,Ukraine,Mobile,29024,576,510,7,5936.5,UAH,5936.5,1,Leads,Active,python_260526,False,False
2024-11-29,fb-insta,cpc,python_260526,Ukraine,Mobile,59872,1117,975,14,8674.11,UAH,8674.11,3,Leads,Active,python_260526,False,False
2024-11-30,fb-insta,cpc,python_260526,Ukraine,Mobile,13121,223,202,4,2100.83,UAH,2100.83,0,Leads,Active,python_260526,False,False
2024-12-01,fb-insta,cpc,python_260526,Ukraine,Mobile,45240,543,532,11,1725.81,UAH,1725.81,1,Leads,Active,python_260526,False,False
2024-12-02,fb-insta,cpc,python_260526,Poland,Mobile,9295,161,140,3,1793.28,UAH,1793.28,0,Leads,Active,python_260526,False,False
2024-12-03,fb-insta,cpc,python_260526,Ukraine,Mobile,22219,295,271,5,1646.53,UAH,1646.53,0,Leads,Active,python_260526,False,False
2024-12-04,fb-insta,cpc,python_260526,Ukraine,Mobile,11246,207,189,3,2335.24,UAH,2335.24,0,Leads,Active,python_260526,False,False
2024-12-05,fb-insta,cpc,python_260526,Germany,Desktop,12860,192,160,2,1245.77,UAH,1245.77,0,Leads,Active,python_260526,False,False
2024-12-06,fb-insta,cpc,python_260526,Ukraine,Mobile,44947,560,503,8,1849.61,UAH,1849.61,0,Leads,Active,python_260526,False,False
2024-12-07,fb-insta,cpc,python_260526,Ukraine,Desktop,5302,101,96,2,813.25,UAH,813.25,0,Leads,Active,python_260526,False,False
2024-12-08,fb-insta,cpc,python_260526,United States,Mobile,6467,72,69,1,685.68,UAH,685.68,0,Leads,Active,python_260526,False,False
2024-12-09,fb-insta,cpc,python_260526,Ukraine,Mobile,23452,214,186,1,2158.52,UAH,2158.52,0,Leads,Active,python_260526,False,False
2024-12-10,fb-insta,cpc,python_260526,Ukraine,Mobile,14623,266,225,5,2853.54,UAH,2853.54,1,Leads,Active,python_260526,False,False
2024-12-11,fb-insta,cpc,python_260526,Ukraine,Desktop,24432,370,288,4,2466.85,UAH,2466.85,0,Leads,Active,python_260526,False,False
2024-12-12,fb-insta,cpc,python_260526,Czech Republic,Desktop,23815,350,332,3,1604.53,UAH,1604.53,0,Leads,Active,python_260526,False,False
2024-12-13,fb-insta,cpc,python_260526,Ukraine,Desktop,22070,266,205,2,1289.06,UAH,1289.06,0,Leads,Active,python_260526,False,False
2024-12-14,fb-insta,cpc,python_260526,Ukraine,Mobile,20215,332,324,7,1334.51,UAH,1334.51,1,Leads,Active,python_260526,False,False
2024-12-15,fb-insta,cpc,python_260526,Ukraine,Desktop,15607,330,322,8,1991.64,UAH,1991.64,1,Leads,Active,python_260526,False,False
2024-12-16,fb-insta,cpc,python_260526,Ukraine,Mobile,11733,189,164,2,1571.89,UAH,1571.89,0,Leads,Active,python_260526,False,False
2024-12-17,fb-insta,cpc,python_260526,Ukraine,Mobile,14006,196,158,2,1739.91,UAH,1739.91,0,Leads,Active,python_260526,False,False
2024-12-18,fb-insta,cpc,python_260526,Czech Republic,Mobile,30625,516,409,6,2170.81,UAH,2170.81,0,Leads,Active,python_260526,False,False
2024-12-19,fb-insta,cpc,python_260526,Germany,Mobile,13292,190,166,3,1696.33,UAH,1696.33,0,Leads,Active,python_260526,False,False
2024-12-20,fb-insta,cpc,python_260526,Ukraine,Mobile,7944,138,134,2,1232.17,UAH,1232.17,0,Leads,Active,python_260526,False,False
2024-12-21,fb-insta,cpc,python_260526,Ukraine,Desktop,13419,148,126,1,1378.57,UAH,1378.57,0,Leads,Active,python_260526,False,False
2024-12-22,fb-insta,cpc,python_260526,Ukraine,Desktop,1417,15,12,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2024-12-23,fb-insta,cpc,python_260526,Ukraine,Mobile,1756,40,30,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2024-12-24,fb-insta,cpc,python_260526,Ukraine,Mobile,1174,19,16,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2024-12-25,fb-insta,cpc,python_260526,Ukraine,Mobile,2772,54,50,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2024-12-26,fb-insta,cpc,python_260526,Ukraine,Desktop,3329,44,40,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2024-12-27,fb-insta,cpc,python_260526,Ukraine,Desktop,6164,111,99,2,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2024-12-28,fb-insta,cpc,python_260526,Ukraine,Mobile,3352,69,60,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2024-12-29,fb-insta,cpc,python_260526,Ukraine,Desktop,1556,17,15,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2024-12-30,fb-insta,cpc,python_260526,United States,Mobile,1348,24,20,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2024-12-31,fb-insta,cpc,python_260526,Ukraine,Desktop,26575,525,468,10,3034.1,UAH,3034.1,1,Leads,Active,python_260526,False,False
2025-01-01,fb-insta,cpc,python_260526,Ukraine,Desktop,65082,890,773,9,7119.67,UAH,7119.67,1,Leads,Active,python_260526,False,False
2025-01-02,fb-insta,cpc,python_260526,United States,Mobile,210053,2088,1991,31,7034.25,UAH,7034.25,6,Leads,Active,python_260526,False,False
2025-01-03,fb-insta,cpc,python_260526,Ukraine,Mobile,39418,671,581,5,3560.53,UAH,3560.53,0,Leads,Active,python_260526,False,False
2025-01-04,fb-insta,cpc,python_260526,Ukraine,Mobile,20093,347,320,6,3455.57,UAH,3455.57,1,Leads,Active,python_260526,False,False
2025-01-05,fb-insta,cpc,python_260526,Ukraine,Desktop,3287,72,59,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-06,fb-insta,cpc,python_260526,Ukraine,Tablet,2041,40,38,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-07,fb-insta,cpc,python_260526,Ukraine,Mobile,8523,158,140,2,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-08,fb-insta,cpc,python_260526,Germany,Mobile,679,12,11,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-09,fb-insta,cpc,python_260526,Ukraine,Desktop,2995,60,53,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-10,fb-insta,cpc,python_260526,United Kingdom,Desktop,5580,83,78,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-11,fb-insta,cpc,python_260526,Ukraine,Mobile,1069,13,11,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-12,fb-insta,cpc,python_260526,Ukraine,Mobile,3644,48,46,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-13,fb-insta,cpc,python_260526,Ukraine,Mobile,3081,53,49,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-14,fb-insta,cpc,python_260526,Ukraine,Mobile,16401,387,366,3,2024.86,UAH,2024.86,0,Leads,Active,python_260526,False,False
2025-01-15,fb-insta,cpc,python_260526,Ukraine,Mobile,71631,699,640,10,2182.57,UAH,2182.57,2,Leads,Active,python_260526,False,False
2025-01-16,fb-insta,cpc,python_260526,Ukraine,Mobile,33367,517,428,6,1793.03,UAH,1793.03,0,Leads,Active,python_260526,False,False
2025-01-17,fb-insta,cpc,python_260526,Germany,Mobile,43830,686,605,11,3349.01,UAH,3349.01,1,Leads,Active,python_260526,False,False
2025-01-18,fb-insta,cpc,python_260526,Ukraine,Desktop,14113,259,222,3,2689.07,UAH,2689.07,1,Leads,Active,python_260526,False,False
2025-01-19,fb-insta,cpc,python_260526,Ukraine,Desktop,3170,53,43,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-20,fb-insta,cpc,python_260526,Ukraine,Mobile,3413,40,38,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-21,fb-insta,cpc,python_260526,Ukraine,Mobile,2770,35,28,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-22,fb-insta,cpc,python_260526,Ukraine,Mobile,3592,68,61,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-23,fb-insta,cpc,python_260526,Ukraine,Desktop,4209,33,28,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-24,fb-insta,cpc,python_260526,Ukraine,Desktop,897,10,9,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-25,fb-insta,cpc,python_260526,Ukraine,Desktop,3099,62,48,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-26,fb-insta,cpc,python_260526,Ukraine,Mobile,795,15,11,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-01-27,fb-insta,cpc,python_260526,United States,Mobile,35702,460,435,4,3914.14,UAH,3914.14,1,Leads,Active,python_260526,False,False
2025-01-28,fb-insta,cpc,python_260526,Ukraine,Desktop,14286,182,147,3,2123.01,UAH,2123.01,0,Leads,Active,python_260526,False,False
2025-01-29,fb-insta,cpc,python_260526,Ukraine,Mobile,78860,1119,1068,14,4509.79,UAH,4509.79,3,Leads,Active,python_260526,False,False
2025-01-30,fb-insta,cpc,python_260526,Poland,Desktop,27281,495,453,6,2255.53,UAH,2255.53,1,Leads,Active,python_260526,False,False
2025-01-31,fb-insta,cpc,python_260526,Ukraine,Mobile,3900,53,43,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-02-01,fb-insta,cpc,python_260526,Ukraine,Mobile,212,4,3,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-02-02,fb-insta,cpc,python_260526,Czech Republic,Mobile,2103,28,23,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-02-03,fb-insta,cpc,python_260526,Ukraine,Mobile,4064,59,44,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-02-04,fb-insta,cpc,python_26526,Ukraine,Desktop,407,5,4,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-02-05,fb-insta,cpc,python_260526,United States,Desktop,1697,29,26,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-02-06,fb-insta,cpc,python_260526,Ukraine,Desktop,696,7,6,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-02-07,fb-insta,cpc,python_260526,Ukraine,Desktop,1680,20,19,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-02-08,fb-insta,cpc,python_260526,Ukraine,Desktop,13683,152,127,2,1348.63,UAH,1348.63,0,Leads,Active,python_260526,False,False
2025-02-09,fb-insta,cpc,python_260526,Ukraine,Desktop,7079,169,155,3,1583.49,UAH,1583.49,0,Leads,Active,python_260526,False,False
2025-02-10,fb-insta,cpc,python_260526,Ukraine,Mobile,14554,151,134,3,1144.6,UAH,1144.6,0,Leads,Active,python_260526,False,False
2025-02-11,fb-insta,cpc,python 260526,Ukraine,Mobile,17270,327,255,3,1261.62,UAH,1261.62,0,Leads,Active,python_260526,False,False
2025-02-12,fb-insta,cpc,python_260526,United States,Mobile,39246,801,680,6,2567.54,UAH,2567.54,1,Leads,Active,python_260526,False,False
2025-02-13,fb-insta,cpc,python_260526,Ukraine,Mobile,12974,228,221,3,2333.28,UAH,2333.28,0,Leads,Active,python_260526,False,False
2025-02-14,fb-insta,cpc,python_260526,Ukraine,Mobile,12425,187,179,2,1992.73,UAH,1992.73,0,Leads,Active,python_260526,False,False
2025-02-15,fb-insta,cpc,python_260526,Ukraine,Desktop,7232,94,83,1,586.4,UAH,586.4,0,Leads,Active,python_260526,False,False
2025-02-16,fb-insta,cpc,python_260526,Poland,Desktop,8042,124,101,2,1020.5,UAH,1020.5,0,Leads,Active,python_260526,False,False
2025-02-17,fb-insta,cpc,python_260526,Poland,Desktop,9566,191,147,2,2058.64,UAH,2058.64,0,Leads,Active,python_260526,False,False
2025-02-18,fb-insta,cpc,python_260526,Ukraine,Mobile,33042,417,407,7,3184.28,UAH,3184.28,1,Leads,Active,python_260526,False,False
2025-02-19,fb-insta,cpc,python_260526,Ukraine,Mobile,15742,350,305,7,1088.94,UAH,1088.94,1,Leads,Active,python_260526,False,False
2025-02-20,fb-insta,cpc,python_260526,Ukraine,Mobile,18033,419,381,6,3155.48,UAH,3155.48,0,Leads,Active,python_260526,False,False
2025-02-21,fb-insta,cpc,python_260526,Ukraine,Desktop,6789,128,102,1,1418.7,UAH,1418.7,0,Leads,Active,python_260526,False,False
2025-02-22,fb-insta,cpc,python_260526,Ukraine,Mobile,9337,214,173,3,2084.27,UAH,2084.27,0,Leads,Active,python_260526,False,False
2025-02-23,fb-insta,cpc,python_260526,Ukraine,Desktop,4051,65,58,1,690.85,UAH,690.85,0,Leads,Active,python_260526,False,False
2025-02-24,fb-insta,cpc,python_260526,Ukraine,Desktop,14168,211,192,4,1646.15,UAH,1646.15,0,Leads,Active,python_260526,False,False
2025-02-25,fb-insta,cpc,python_260526,Ukraine,Desktop,4706,97,88,1,1054.12,UAH,1054.12,0,Leads,Active,python_260526,False,False
2025-02-26,fb-insta,cpc,python_260526,Czech Republic,Mobile,6188,119,95,2,1175.34,UAH,1175.34,0,Leads,Active,python_260526,False,False
2025-02-27,fb-insta,cpc,python_260526,Ukraine,Mobile,11763,219,190,2,2070.67,UAH,2070.67,0,Leads,Active,python_260526,False,False
2025-02-28,fb-insta,cpc,python_260526,Ukraine,Tablet,31084,557,494,9,2750.06,UAH,2750.06,2,Leads,Active,python_260526,False,False
2025-03-01,fb-insta,cpc,python_260526,United Kingdom,Mobile,12113,193,146,3,1289.68,UAH,1289.68,0,Leads,Active,python_260526,False,False
2025-03-02,fb-insta,cpc,python_260526,Ukraine,Desktop,26523,491,393,8,2370.14,UAH,2370.14,1,Leads,Active,python_260526,False,False
2025-03-03,fb-insta,cpc,python_260526,Poland,Desktop,50154,852,669,5,5042.48,UAH,5042.48,1,Leads,Active,python_260526,False,False
2025-03-04,fb-insta,cpc,python_260526,Poland,Mobile,38225,635,510,13,3443.69,UAH,3443.69,2,Leads,Active,python_260526,False,False
2025-03-05,fb-insta,cpc,python_260526,Czech Republic,Mobile,30847,358,301,4,2410.4,UAH,2410.4,1,Leads,Active,python_260526,False,False
2025-03-06,fb-insta,cpc,pythno_260526,Germany,Mobile,82918,1006,882,14,4079.55,UAH,4079.55,1,Leads,Active,python_260526,False,False
2025-03-07,fb-insta,cpc,python_260526,Ukraine,Mobile,30608,667,559,12,4394.81,UAH,4394.81,2,Leads,Active,python_260526,False,False
2025-03-08,fb-insta,cpc,python_260526,Ukraine,Mobile,37140,657,525,6,2677.27,UAH,2677.27,1,Leads,Active,python_260526,False,False
2025-03-09,fb-insta,cpc,python_260526,Czech Republic,Mobile,56485,382,337,4,1687.92,UAH,1687.92,1,Leads,Active,python_260526,False,False
2025-03-10,fb-insta,cpc,python_260526,Ukraine,Mobile,19176,329,284,4,3915.59,UAH,3915.59,0,Leads,Active,python_260526,False,False
2025-03-11,fb-insta,cpc,python_260526,Poland,Mobile,12315,245,214,3,2245.4,UAH,2245.4,0,Leads,Active,python_260526,False,False
2025-03-12,fb-insta,cpc,python_260526,Ukraine,Desktop,13993,145,123,1,1599.81,UAH,1599.81,0,Leads,Active,python_260526,False,False
2025-03-13,fb-insta,cpc,python_260526,Ukraine,Mobile,17555,349,280,5,3392.39,UAH,3392.39,0,Leads,Active,python_260526,False,False
2025-03-14,fb-insta,cpc,python_260526,Germany,Mobile,32300,527,493,11,3299.07,UAH,3299.07,2,Leads,Active,python_260526,False,False
2025-03-15,fb-insta,cpc,python_260526,Ukraine,Mobile,15449,235,181,1,2212.29,UAH,2212.29,0,Leads,Active,python_260526,False,False
2025-03-16,fb-insta,cpc,python_260526,Ukraine,Mobile,8934,103,95,1,1082.83,UAH,1082.83,0,Leads,Active,python_260526,False,False
2025-03-17,fb-insta,cpc,python_260526,Czech Republic,Desktop,37347,377,364,5,2908.85,UAH,2908.85,1,Leads,Active,python_260526,False,False
2025-03-18,fb-insta,cpc,python_260526,Ukraine,Mobile,3063,33,27,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-03-19,fb-insta,cpc,python_260526,Ukraine,Mobile,2533,33,28,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-03-20,fb-insta,cpc,python_260526,United States,Mobile,1515,17,16,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-03-21,fb-insta,cpc,python_260526,Kazakhstan,Tablet,356,5,4,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-03-22,fb-insta,cpc,python_260526,Ukraine,Mobile,509,9,7,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-03-23,fb-insta,cpc,python_260526,Ukraine,Desktop,1701,39,36,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-03-24,fb-insta,cpc,python_260526,Ukraine,Mobile,1283,27,24,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-03-25,fb-insta,cpc,python_260526,Ukraine,Mobile,2442,38,33,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-03-26,fb-insta,cpc,python_260526,Ukraine,Mobile,19894,402,369,5,2232.55,UAH,2232.55,1,Leads,Active,python_260526,False,False
2025-03-27,fb-insta,cpc,python_260526,Ukraine,Mobile,44357,764,581,6,2880.28,UAH,2880.28,1,Leads,Active,python_260526,False,False
2025-03-28,fb-insta,cpc,python_260526,Ukraine,Mobile,15440,206,187,2,2215.42,UAH,2215.42,0,Leads,Active,python_260526,False,False
2025-03-29,fb-insta,cpc,python_260526,Ukraine,Desktop,11696,142,136,3,1466.44,UAH,1466.44,0,Leads,Active,python_260526,False,False
2025-03-30,fb-insta,cpc,python_260526,United Kingdom,Mobile,13999,178,153,1,1079.16,UAH,1079.16,0,Leads,Active,python_260526,False,False
2025-03-31,fb-insta,cpc,python_260526,Poland,Desktop,20401,329,263,5,2866.63,UAH,2866.63,1,Leads,Active,python_260526,False,False
2025-04-01,fb-insta,cpc,python_260526,Ukraine,Mobile,24445,340,260,2,1938.3,UAH,1938.3,0,Leads,Active,python_260526,False,False
2025-04-02,fb-insta,cpc,python_260526,Poland,Mobile,11048,277,245,4,2274.08,UAH,2274.08,0,Leads,Active,python_260526,False,False
2025-04-03,fb-insta,cpc,python_260526,Ukraine,Mobile,21092,250,235,3,870.46,UAH,870.46,0,Leads,Active,python_260526,False,False
2025-04-04,fb-insta,cpc,python_260526,Germany,Desktop,12789,227,207,3,1141.68,UAH,1141.68,0,Leads,Active,python_260526,False,False
2025-04-05,fb-insta,cpc,python_260526,Ukraine,Mobile,19478,215,198,3,1995.89,UAH,1995.89,0,Leads,Active,python_260526,False,False
2025-04-06,fb-insta,cpc,python_260526,Czech Republic,Tablet,2438,55,47,1,583.51,UAH,583.51,0,Leads,Active,python_260526,False,False
2025-04-07,fb-insta,cpc,python_260526,Ukraine,Mobile,64338,728,587,6,2529.08,UAH,2529.08,1,Leads,Active,python_260526,False,False
2025-04-08,fb-insta,cpc,python_260526,Ukraine,Mobile,2117,44,39,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-04-09,fb-insta,cpc,python_260526,Ukraine,Mobile,2379,33,30,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-04-10,fb-insta,cpc,PYTHON_260526,Kazakhstan,Mobile,3535,56,47,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-04-11,fb-insta,cpc,python_260526,United Kingdom,Mobile,7643,182,161,1,1495.04,UAH,1495.04,0,Leads,Active,python_260526,False,False
2025-04-12,fb-insta,cpc,python_260526,Ukraine,Desktop,2239,28,24,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-04-13,fb-insta,cpc,python_260526,United States,Mobile,832,9,6,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-04-14,fb-insta,cpc,python_260526,United States,Mobile,1306,18,16,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-04-15,fb-insta,cpc,python_260526,Ukraine,Mobile,6796,135,111,1,962.42,UAH,962.42,0,Leads,Active,python_260526,False,False
2025-04-16,fb-insta,cpc,python_260526,Ukraine,Desktop,23061,348,299,2,1972.8,UAH,1972.8,0,Leads,Active,python_260526,False,False
2025-04-17,fb-insta,cpc,python_260526,Ukraine,Mobile,8118,123,98,2,1219.21,UAH,1219.21,0,Leads,Active,python_260526,False,False
2025-04-18,fb-insta,cpc,python_260526,Ukraine,Tablet,33210,598,525,8,3075.0,UAH,3075.0,1,Leads,Active,python_260526,False,False
2025-04-19,fb-insta,cpc,python_260526,Ukraine,Mobile,35563,555,421,4,1737.05,UAH,1737.05,1,Leads,Active,python_260526,False,False
2025-04-20,fb-insta,cpc,python_260526,Ukraine,Mobile,10616,176,168,2,1650.34,UAH,1650.34,0,Leads,Active,python_260526,False,False
2025-04-21,fb-insta,cpc,python_260526,Poland,Mobile,10596,150,113,2,887.24,UAH,887.24,0,Leads,Active,python_260526,False,False
2025-04-22,fb-insta,cpc,python_260526,Ukraine,Desktop,17231,267,257,5,1392.7,UAH,1392.7,0,Leads,Active,python_260526,False,False
2025-04-23,fb-insta,cpc,python_260526,Ukraine,Mobile,15011,270,249,4,2773.25,UAH,2773.25,0,Leads,Active,python_260526,False,False
2025-04-24,fb-insta,cpc,python_260526,Ukraine,Mobile,2432,32,30,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-04-25,fb-insta,cpc,python_260526,Kazakhstan,Desktop,1186,26,21,1,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-04-26,fb-insta,cpc,python_20526,Ukraine,Mobile,1013,15,12,0,0.0,UAH,0.0,0,Leads,Paused,python_260526,False,False
2025-04-27,fb-insta,cpc,python_260526,Poland,Mobile,9405,126,121,2,759.66,UAH,759.66,0,Leads,Active,python_260526,False,False
2025-04-28,fb-insta,cpc,python_260526,Ukraine,Desktop,5754,112,98,1,970.54,UAH,970.54,0,Leads,Active,python_260526,False,False
2025-04-29,fb-insta,cpc,python_260526,Poland,Mobile,5558,97,83,1,854.01,UAH,854.01,0,Leads,Active,python_260526,False,False
2025-04-30,fb-insta,cpc,python_260526,Kazakhstan,Desktop,6934,122,111,2,1306.21,UAH,1306.21,0,Leads,Active,python_260526,False,False
2025-05-01,fb-insta,cpc,python_260526,Ukraine,Mobile,13001,187,143,1,2076.78,UAH,2076.78,0,Leads,Active,python_260526,False,False
2025-05-02,fb-insta,cpc,python_260526,Ukraine,Mobile,12950,216,202,3,1718.64,UAH,1718.64,0,Leads,Active,python_260526,False,False
2025-05-03,fb-insta,cpc,python_260526,United States,Mobile,12663,162,155,2,1173.76,UAH,1173.76,0,Leads,Active,python_260526,False,False
2025-05-04,fb-insta,cpc,python_260526,Ukraine,Desktop,26893,390,300,6,1446.1,UAH,1446.1,1,Leads,Active,python_260526,False,False
2025-05-05,fb-insta,cpc,python_260526,Ukraine,Desktop,9438,198,177,2,1149.75,UAH,1149.75,0,Leads,Active,python_260526,False,False
2025-05-06,fb-insta,cpc,python_260526,Ukraine,Mobile,8186,172,146,3,1710.94,UAH,1710.94,0,Leads,Active,python_260526,False,False
2025-05-07,fb-insta,cpc,python_260526,Ukraine,Mobile,27248,510,459,8,1912.97,UAH,1912.97,1,Leads,Active,python_260526,False,False
2025-05-08,fb-insta,cpc,PYTHON_260526,Ukraine,Desktop,20726,348,263,2,2745.72,UAH,2745.72,0,Leads,Active,python_260526,False,False
2025-05-09,fb-insta,cpc,python_260526,Ukraine,Mobile,14385,275,236,4,1961.59,UAH,1961.59,0,Leads,Active,python_260526,False,False
2025-05-10,fb-insta,cpc,python_260526,Ukraine,Mobile,11450,167,126,2,506.94,UAH,506.94,0,Leads,Active,python_260526,False,False
2025-05-11,fb-insta,cpc,python_260526,Ukraine,Desktop,13188,151,122,1,1189.91,UAH,1189.91,0,Leads,Active,python_260526,False,False
2025-05-12,fb-insta,cpc,python_260526,Ukraine,Mobile,11769,186,179,3,1249.26,UAH,1249.26,0,Leads,Active,python_260526,False,False
2025-05-13,fb-insta,cpc,python_260526,Ukraine,Mobile,10032,127,116,2,1217.19,UAH,1217.19,0,Leads,Active,python_260526,False,False
